item_id,order_id,product_id,product_name,category,sub_category,quantity,unit_price,discount_pct,discount_amt,line_revenue
6755,3396,PRD-00031,EcoGear Tablets Elite A,Electronics,Tablets,1,1547.21,0.15,232.08,1315.13
6756,3396,PRD-00503,SwiftPro Small Appliances Pro H,Home & Kitchen,Small Appliances,5,763.85,0.15,114.58,3246.35
6757,3396,PRD-00057,PrimeLine Accessories Max L,Electronics,Accessories,4,2344.01,0.15,351.6,7969.64
6758,3397,PRD-00172,BrightCore Pens & Pencils Basic G,Office Supplies,Pens & Pencils,2,89.53,0.15,13.43,152.2
6759,3398,PRD-00072,ApexBrand Cameras Smart L,Electronics,Cameras,4,1362.05,0.0,0.0,5448.2
6760,3399,PRD-00354,NovaTech Cabinets Mini I,Furniture,Cabinets,3,1690.42,0.0,0.0,5071.26
6761,3399,PRD-00519,PrimeLine Bedding Elite I,Home & Kitchen,Bedding,4,632.1,0.0,0.0,2528.4
6762,3400,PRD-00457,EcoGear Accessories Elite G,Apparel,Accessories,5,195.34,0.1,19.53,879.05
6763,3400,PRD-00450,NovaTech Dresses Basic O,Apparel,Dresses,4,134.18,0.1,13.42,483.04
6764,3401,PRD-00429,BrightCore Jackets Premium I,Apparel,Jackets,2,231.04,0.0,0.0,462.08
6765,3402,PRD-00580,SwiftPro Lighting Ultra J,Home & Kitchen,Lighting,2,325.87,0.1,32.59,586.56
6766,3403,PRD-00293,PrimeLine Tables Plus H,Furniture,Tables,5,1123.11,0.0,0.0,5615.55
6767,3403,PRD-00360,NovaTech Cabinets Basic O,Furniture,Cabinets,4,1090.46,0.0,0.0,4361.84
6768,3404,PRD-00588,ApexBrand Tools Ultra C,Home & Kitchen,Tools,1,492.1,0.0,0.0,492.1
6769,3405,PRD-00138,EcoGear Binders Basic C,Office Supplies,Binders,2,175.13,0.0,0.0,350.26
6770,3405,PRD-00168,ApexBrand Pens & Pencils Lite C,Office Supplies,Pens & Pencils,3,152.24,0.0,0.0,456.72
6771,3406,PRD-00480,ApexBrand Sportswear Max O,Apparel,Sportswear,1,383.72,0.05,19.19,364.53
6772,3407,PRD-00464,NovaTech Accessories Plus N,Apparel,Accessories,1,267.13,0.05,13.36,253.77
6773,3408,PRD-00442,EcoGear Dresses Elite G,Apparel,Dresses,4,199.1,0.0,0.0,796.4
6774,3408,PRD-00228,PrimeLine Notepads Lite C,Office Supplies,Notepads,3,115.83,0.0,0.0,347.49
6775,3408,PRD-00039,NovaTech Tablets Plus I,Electronics,Tablets,5,734.02,0.0,0.0,3670.1
6776,3409,PRD-00528,EcoGear Cleaning Lite C,Home & Kitchen,Cleaning,3,469.33,0.1,46.93,1267.2
6777,3410,PRD-00288,NovaTech Tables Ultra C,Furniture,Tables,2,3267.51,0.15,490.13,5554.76
6778,3411,PRD-00398,ZenMark Trousers Plus H,Apparel,Trousers,4,233.98,0.0,0.0,935.92
6779,3411,PRD-00053,SwiftPro Accessories Max H,Electronics,Accessories,1,1652.83,0.0,0.0,1652.83
6780,3411,PRD-00411,EcoGear Shoes Lite F,Apparel,Shoes,3,139.9,0.0,0.0,419.7
6781,3411,PRD-00132,PrimeLine Paper Max L,Office Supplies,Paper,3,70.29,0.0,0.0,210.87
6782,3411,PRD-00221,EcoGear Envelopes Mini K,Office Supplies,Envelopes,2,132.24,0.0,0.0,264.48
6783,3412,PRD-00142,PrimeLine Binders Ultra G,Office Supplies,Binders,2,106.34,0.0,0.0,212.68
6784,3412,PRD-00196,SwiftPro Organizers Mini A,Office Supplies,Organizers,4,88.44,0.0,0.0,353.76
6785,3413,PRD-00321,BrightCore Lamps Mini F,Furniture,Lamps,5,1331.21,0.0,0.0,6656.05
6786,3414,PRD-00509,ApexBrand Small Appliances Smart N,Home & Kitchen,Small Appliances,1,521.1,0.25,130.28,390.82
6787,3415,PRD-00121,ZenMark Paper Pro A,Office Supplies,Paper,4,203.41,0.0,0.0,813.64
6788,3416,PRD-00139,NovaTech Binders Max D,Office Supplies,Binders,5,122.04,0.05,6.1,579.7
6789,3416,PRD-00469,NovaTech Sportswear Max D,Apparel,Sportswear,3,327.61,0.05,16.38,933.69
6790,3416,PRD-00316,NovaTech Lamps Pro A,Furniture,Lamps,1,1846.06,0.05,92.3,1753.76
6791,3416,PRD-00477,ClearPath Sportswear Elite L,Apparel,Sportswear,1,272.83,0.05,13.64,259.19
6792,3416,PRD-00196,SwiftPro Organizers Mini A,Office Supplies,Organizers,2,78.29,0.05,3.91,148.76
6793,3417,PRD-00383,BrightCore Hoodies Smart H,Apparel,Hoodies,3,265.4,0.15,39.81,676.77
6794,3418,PRD-00195,SwiftPro Staplers Basic O,Office Supplies,Staplers,1,131.34,0.25,32.84,98.5
6795,3418,PRD-00017,NovaTech Smartphones Smart B,Electronics,Smartphones,2,2613.74,0.25,653.43,3920.62
6796,3418,PRD-00270,BrightCore Chairs Mini O,Furniture,Chairs,2,2117.53,0.25,529.38,3176.3
6797,3418,PRD-00415,NovaTech Shoes Pro J,Apparel,Shoes,5,84.24,0.25,21.06,315.9
6798,3418,PRD-00069,ClearPath Cameras Max I,Electronics,Cameras,5,1587.22,0.25,396.8,5952.1
6799,3419,PRD-00339,PrimeLine Sofas Premium I,Furniture,Sofas,1,2351.37,0.2,470.27,1881.1
6800,3419,PRD-00588,ApexBrand Tools Ultra C,Home & Kitchen,Tools,1,487.78,0.2,97.56,390.22
6801,3419,PRD-00417,SwiftPro Shoes Lite L,Apparel,Shoes,2,244.32,0.2,48.86,390.92
6802,3419,PRD-00318,EcoGear Lamps Ultra C,Furniture,Lamps,4,3155.47,0.2,631.09,10097.52
6803,3420,PRD-00053,SwiftPro Accessories Max H,Electronics,Accessories,5,1740.31,0.1,174.03,7831.4
6804,3421,PRD-00498,NovaTech Small Appliances Basic C,Home & Kitchen,Small Appliances,5,689.78,0.0,0.0,3448.9
6805,3421,PRD-00273,PrimeLine Shelving Pro C,Furniture,Shelving,3,5591.16,0.0,0.0,16773.48
6806,3421,PRD-00170,ApexBrand Pens & Pencils Ultra E,Office Supplies,Pens & Pencils,1,118.49,0.0,0.0,118.49
6807,3422,PRD-00199,BrightCore Organizers Basic D,Office Supplies,Organizers,4,196.11,0.2,39.22,627.56
6808,3423,PRD-00150,ZenMark Binders Plus O,Office Supplies,Binders,2,111.11,0.1,11.11,200.0
6809,3423,PRD-00127,ClearPath Paper Elite G,Office Supplies,Paper,1,145.06,0.1,14.51,130.55
6810,3423,PRD-00013,ZenMark Laptops Premium M,Electronics,Laptops,3,1898.98,0.1,189.9,5127.24
6811,3424,PRD-00192,SwiftPro Staplers Plus L,Office Supplies,Staplers,2,135.28,0.15,20.29,229.98
6812,3425,PRD-00550,ClearPath Storage Premium J,Home & Kitchen,Storage,1,611.99,0.1,61.2,550.79
6813,3425,PRD-00576,PrimeLine Lighting Premium F,Home & Kitchen,Lighting,5,242.64,0.1,24.26,1091.9
6814,3426,PRD-00284,SwiftPro Shelving Mini N,Furniture,Shelving,3,1522.96,0.0,0.0,4568.88
6815,3427,PRD-00102,ApexBrand Gaming Plus L,Electronics,Gaming,3,2249.63,0.0,0.0,6748.89
6816,3427,PRD-00296,BrightCore Tables Basic K,Furniture,Tables,5,4647.68,0.0,0.0,23238.4
6817,3427,PRD-00399,ZenMark Trousers Ultra I,Apparel,Trousers,1,186.91,0.0,0.0,186.91
6818,3428,PRD-00058,NovaTech Accessories Ultra M,Electronics,Accessories,4,3309.43,0.0,0.0,13237.72
6819,3429,PRD-00400,EcoGear Trousers Premium J,Apparel,Trousers,4,214.41,0.0,0.0,857.64
6820,3429,PRD-00139,NovaTech Binders Max D,Office Supplies,Binders,3,103.81,0.0,0.0,311.43
6821,3429,PRD-00249,ApexBrand Desks Smart I,Furniture,Desks,3,1851.81,0.0,0.0,5555.43
6822,3429,PRD-00085,SwiftPro Audio Mini J,Electronics,Audio,2,635.55,0.0,0.0,1271.1
6823,3430,PRD-00531,PrimeLine Cleaning Max F,Home & Kitchen,Cleaning,1,459.2,0.2,91.84,367.36
6824,3430,PRD-00263,EcoGear Chairs Smart H,Furniture,Chairs,5,1864.87,0.2,372.97,7459.5
6825,3430,PRD-00570,ClearPath Decor Ultra O,Home & Kitchen,Decor,5,424.23,0.2,84.85,1696.9
6826,3430,PRD-00045,ApexBrand Tablets Ultra O,Electronics,Tablets,5,894.01,0.2,178.8,3576.05
6827,3431,PRD-00401,NovaTech Trousers Premium K,Apparel,Trousers,1,151.25,0.15,22.69,128.56
6828,3431,PRD-00038,ZenMark Tablets Ultra H,Electronics,Tablets,5,1595.32,0.15,239.3,6780.1
6829,3432,PRD-00351,ClearPath Cabinets Basic F,Furniture,Cabinets,2,2060.4,0.0,0.0,4120.8
6830,3432,PRD-00298,BrightCore Tables Ultra M,Furniture,Tables,3,1718.65,0.0,0.0,5155.95
6831,3432,PRD-00017,NovaTech Smartphones Smart B,Electronics,Smartphones,3,2949.71,0.0,0.0,8849.13
6832,3433,PRD-00289,ApexBrand Tables Max D,Furniture,Tables,5,1067.01,0.25,266.75,4001.3
6833,3433,PRD-00005,ApexBrand Laptops Smart E,Electronics,Laptops,1,1702.91,0.25,425.73,1277.18
6834,3434,PRD-00428,ClearPath Jackets Mini H,Apparel,Jackets,2,296.83,0.2,59.37,474.92
6835,3434,PRD-00101,EcoGear Gaming Ultra K,Electronics,Gaming,1,1255.47,0.2,251.09,1004.38
6836,3435,PRD-00138,EcoGear Binders Basic C,Office Supplies,Binders,4,134.67,0.25,33.67,404.0
6837,3435,PRD-00598,ZenMark Tools Plus M,Home & Kitchen,Tools,4,569.97,0.25,142.49,1709.92
6838,3435,PRD-00447,SwiftPro Dresses Pro L,Apparel,Dresses,2,271.43,0.25,67.86,407.14
6839,3435,PRD-00462,ZenMark Accessories Plus L,Apparel,Accessories,2,146.28,0.25,36.57,219.42
6840,3436,PRD-00426,ClearPath Jackets Plus F,Apparel,Jackets,2,103.46,0.0,0.0,206.92
6841,3436,PRD-00461,EcoGear Accessories Max K,Apparel,Accessories,2,174.89,0.0,0.0,349.78
6842,3436,PRD-00144,NovaTech Binders Mini I,Office Supplies,Binders,5,84.95,0.0,0.0,424.75
6843,3437,PRD-00386,BrightCore Hoodies Pro K,Apparel,Hoodies,2,361.82,0.05,18.09,687.46
6844,3438,PRD-00132,PrimeLine Paper Max L,Office Supplies,Paper,4,94.18,0.1,9.42,339.04
6845,3439,PRD-00044,EcoGear Tablets Smart N,Electronics,Tablets,5,1123.45,0.25,280.86,4212.95
6846,3440,PRD-00341,ApexBrand Sofas Smart K,Furniture,Sofas,5,4485.41,0.0,0.0,22427.05
6847,3441,PRD-00573,SwiftPro Lighting Max C,Home & Kitchen,Lighting,3,409.09,0.0,0.0,1227.27
6848,3441,PRD-00516,NovaTech Bedding Ultra F,Home & Kitchen,Bedding,4,566.29,0.0,0.0,2265.16
6849,3441,PRD-00378,SwiftPro Hoodies Mini C,Apparel,Hoodies,4,191.48,0.0,0.0,765.92
6850,3442,PRD-00111,NovaTech Wearables Plus F,Electronics,Wearables,1,2520.54,0.2,504.11,2016.43
6851,3443,PRD-00115,BrightCore Wearables Premium J,Electronics,Wearables,3,2180.17,0.0,0.0,6540.51
6852,3443,PRD-00547,SwiftPro Storage Elite G,Home & Kitchen,Storage,2,632.51,0.0,0.0,1265.02
6853,3443,PRD-00385,EcoGear Hoodies Mini J,Apparel,Hoodies,1,191.57,0.0,0.0,191.57
6854,3444,PRD-00089,ClearPath Audio Lite N,Electronics,Audio,1,2119.52,0.0,0.0,2119.52
6855,3445,PRD-00363,NovaTech T-Shirts Plus C,Apparel,T-Shirts,5,262.36,0.0,0.0,1311.8
6856,3446,PRD-00120,NovaTech Wearables Lite O,Electronics,Wearables,3,2441.98,0.05,122.1,6959.64
6857,3447,PRD-00390,BrightCore Hoodies Smart O,Apparel,Hoodies,2,168.83,0.0,0.0,337.66
6858,3447,PRD-00383,BrightCore Hoodies Smart H,Apparel,Hoodies,4,219.33,0.0,0.0,877.32
6859,3447,PRD-00011,EcoGear Laptops Basic K,Electronics,Laptops,2,1861.1,0.0,0.0,3722.2
6860,3448,PRD-00372,ApexBrand T-Shirts Basic L,Apparel,T-Shirts,4,349.97,0.0,0.0,1399.88
6861,3448,PRD-00334,PrimeLine Sofas Ultra D,Furniture,Sofas,2,1623.02,0.0,0.0,3246.04
6862,3449,PRD-00522,PrimeLine Bedding Elite L,Home & Kitchen,Bedding,4,754.13,0.15,113.12,2564.04
6863,3449,PRD-00539,ApexBrand Cleaning Mini N,Home & Kitchen,Cleaning,1,509.94,0.15,76.49,433.45
6864,3450,PRD-00329,ApexBrand Lamps Plus N,Furniture,Lamps,1,3526.48,0.15,528.97,2997.51
6865,3451,PRD-00347,BrightCore Cabinets Smart B,Furniture,Cabinets,3,1446.01,0.05,72.3,4121.13
6866,3451,PRD-00502,EcoGear Small Appliances Mini G,Home & Kitchen,Small Appliances,1,624.72,0.05,31.24,593.48
6867,3452,PRD-00275,EcoGear Shelving Lite E,Furniture,Shelving,3,2232.56,0.0,0.0,6697.68
6868,3453,PRD-00320,ZenMark Lamps Elite E,Furniture,Lamps,1,3105.07,0.0,0.0,3105.07
6869,3454,PRD-00519,PrimeLine Bedding Elite I,Home & Kitchen,Bedding,4,440.61,0.15,66.09,1498.08
6870,3455,PRD-00578,BrightCore Lighting Plus H,Home & Kitchen,Lighting,2,284.27,0.0,0.0,568.54
6871,3456,PRD-00417,SwiftPro Shoes Lite L,Apparel,Shoes,5,219.15,0.05,10.96,1040.95
6872,3456,PRD-00465,NovaTech Accessories Plus O,Apparel,Accessories,4,227.61,0.05,11.38,864.92
6873,3457,PRD-00083,ApexBrand Audio Max H,Electronics,Audio,5,3433.72,0.0,0.0,17168.6
6874,3457,PRD-00439,PrimeLine Dresses Ultra D,Apparel,Dresses,5,320.27,0.0,0.0,1601.35
6875,3457,PRD-00371,NovaTech T-Shirts Pro K,Apparel,T-Shirts,2,203.59,0.0,0.0,407.18
6876,3458,PRD-00089,ClearPath Audio Lite N,Electronics,Audio,4,2950.87,0.0,0.0,11803.48
6877,3459,PRD-00490,NovaTech Cookware Premium J,Home & Kitchen,Cookware,1,175.17,0.0,0.0,175.17
6878,3460,PRD-00144,NovaTech Binders Mini I,Office Supplies,Binders,3,77.84,0.0,0.0,233.52
6879,3461,PRD-00306,BrightCore Filing Cabinets Plus F,Furniture,Filing Cabinets,5,3227.61,0.15,484.14,13717.35
6880,3462,PRD-00587,PrimeLine Tools Mini B,Home & Kitchen,Tools,2,450.49,0.0,0.0,900.98
6881,3463,PRD-00448,SwiftPro Dresses Pro M,Apparel,Dresses,1,178.46,0.2,35.69,142.77
6882,3463,PRD-00163,ZenMark Labels Max M,Office Supplies,Labels,5,80.62,0.2,16.12,322.5
6883,3463,PRD-00117,BrightCore Wearables Lite L,Electronics,Wearables,2,2406.26,0.2,481.25,3850.02
6884,3464,PRD-00314,EcoGear Filing Cabinets Mini N,Furniture,Filing Cabinets,4,1904.12,0.05,95.21,7235.64
6885,3465,PRD-00391,ApexBrand Trousers Max A,Apparel,Trousers,4,196.05,0.05,9.8,745.0
6886,3466,PRD-00332,PrimeLine Sofas Smart B,Furniture,Sofas,5,1570.11,0.1,157.01,7065.5
6887,3467,PRD-00205,NovaTech Organizers Basic J,Office Supplies,Organizers,3,109.66,0.1,10.97,296.07
6888,3467,PRD-00199,BrightCore Organizers Basic D,Office Supplies,Organizers,5,150.6,0.1,15.06,677.7
6889,3468,PRD-00193,BrightCore Staplers Ultra M,Office Supplies,Staplers,3,100.48,0.15,15.07,256.23
6890,3468,PRD-00501,PrimeLine Small Appliances Premium F,Home & Kitchen,Small Appliances,2,358.09,0.15,53.71,608.76
6891,3469,PRD-00227,PrimeLine Notepads Lite B,Office Supplies,Notepads,4,97.15,0.0,0.0,388.6
6892,3470,PRD-00300,SwiftPro Tables Mini O,Furniture,Tables,3,1115.65,0.2,223.13,2677.56
6893,3470,PRD-00295,PrimeLine Tables Basic J,Furniture,Tables,1,4113.73,0.2,822.75,3290.98
6894,3471,PRD-00033,ZenMark Tablets Lite C,Electronics,Tablets,3,3796.11,0.05,189.81,10818.9
6895,3471,PRD-00211,ApexBrand Envelopes Max A,Office Supplies,Envelopes,1,122.38,0.05,6.12,116.26
6896,3471,PRD-00168,ApexBrand Pens & Pencils Lite C,Office Supplies,Pens & Pencils,1,156.28,0.05,7.81,148.47
6897,3471,PRD-00515,NovaTech Bedding Elite E,Home & Kitchen,Bedding,3,272.59,0.05,13.63,776.88
6898,3472,PRD-00179,ApexBrand Pens & Pencils Ultra N,Office Supplies,Pens & Pencils,5,54.3,0.2,10.86,217.2
6899,3472,PRD-00564,ApexBrand Decor Smart I,Home & Kitchen,Decor,3,844.25,0.2,168.85,2026.2
6900,3473,PRD-00418,ClearPath Shoes Smart M,Apparel,Shoes,3,180.96,0.05,9.05,515.73
6901,3473,PRD-00203,ApexBrand Organizers Pro H,Office Supplies,Organizers,2,118.28,0.05,5.91,224.74
6902,3474,PRD-00300,SwiftPro Tables Mini O,Furniture,Tables,3,1270.11,0.15,190.52,3238.77
6903,3475,PRD-00338,SwiftPro Sofas Premium H,Furniture,Sofas,4,2875.59,0.05,143.78,10927.24
6904,3475,PRD-00299,EcoGear Tables Smart N,Furniture,Tables,4,3581.49,0.05,179.07,13609.68
6905,3476,PRD-00043,EcoGear Tablets Elite M,Electronics,Tablets,1,3859.35,0.05,192.97,3666.38
6906,3477,PRD-00314,EcoGear Filing Cabinets Mini N,Furniture,Filing Cabinets,3,1552.2,0.1,155.22,4190.94
6907,3478,PRD-00214,ClearPath Envelopes Basic D,Office Supplies,Envelopes,2,99.26,0.0,0.0,198.52
6908,3478,PRD-00440,ApexBrand Dresses Mini E,Apparel,Dresses,1,245.93,0.0,0.0,245.93
6909,3479,PRD-00463,ClearPath Accessories Smart M,Apparel,Accessories,5,144.43,0.0,0.0,722.15
6910,3480,PRD-00457,EcoGear Accessories Elite G,Apparel,Accessories,3,190.86,0.25,47.72,429.42
6911,3481,PRD-00273,PrimeLine Shelving Pro C,Furniture,Shelving,1,3709.81,0.0,0.0,3709.81
6912,3481,PRD-00358,NovaTech Cabinets Max M,Furniture,Cabinets,4,2612.88,0.0,0.0,10451.52
6913,3481,PRD-00526,ClearPath Cleaning Ultra A,Home & Kitchen,Cleaning,5,213.7,0.0,0.0,1068.5
6914,3481,PRD-00595,ApexBrand Tools Smart J,Home & Kitchen,Tools,5,203.8,0.0,0.0,1019.0
6915,3481,PRD-00417,SwiftPro Shoes Lite L,Apparel,Shoes,5,192.78,0.0,0.0,963.9
6916,3481,PRD-00535,SwiftPro Cleaning Basic J,Home & Kitchen,Cleaning,4,365.93,0.0,0.0,1463.72
6917,3482,PRD-00318,EcoGear Lamps Ultra C,Furniture,Lamps,1,2451.53,0.1,245.15,2206.38
6918,3482,PRD-00425,ClearPath Jackets Ultra E,Apparel,Jackets,4,211.12,0.1,21.11,760.04
6919,3482,PRD-00213,BrightCore Envelopes Mini C,Office Supplies,Envelopes,1,133.59,0.1,13.36,120.23
6920,3482,PRD-00410,SwiftPro Shoes Basic E,Apparel,Shoes,1,267.36,0.1,26.74,240.62
6921,3483,PRD-00477,ClearPath Sportswear Elite L,Apparel,Sportswear,4,246.44,0.1,24.64,887.2
6922,3484,PRD-00580,SwiftPro Lighting Ultra J,Home & Kitchen,Lighting,5,315.68,0.0,0.0,1578.4
6923,3484,PRD-00387,EcoGear Hoodies Basic L,Apparel,Hoodies,1,184.93,0.0,0.0,184.93
6924,3485,PRD-00073,EcoGear Cameras Premium M,Electronics,Cameras,5,756.07,0.05,37.8,3591.35
6925,3486,PRD-00182,PrimeLine Staplers Plus B,Office Supplies,Staplers,4,112.49,0.05,5.62,427.48
6926,3486,PRD-00063,SwiftPro Cameras Max C,Electronics,Cameras,2,1043.4,0.05,52.17,1982.46
6927,3487,PRD-00341,ApexBrand Sofas Smart K,Furniture,Sofas,2,5700.04,0.0,0.0,11400.08
6928,3487,PRD-00432,ClearPath Jackets Elite L,Apparel,Jackets,3,209.15,0.0,0.0,627.45
6929,3487,PRD-00522,PrimeLine Bedding Elite L,Home & Kitchen,Bedding,4,783.98,0.0,0.0,3135.92
6930,3488,PRD-00014,PrimeLine Laptops Elite N,Electronics,Laptops,5,2312.52,0.25,578.13,8671.95
6931,3489,PRD-00348,ApexBrand Cabinets Lite C,Furniture,Cabinets,4,2847.15,0.05,142.36,10819.16
6932,3490,PRD-00504,ClearPath Small Appliances Max I,Home & Kitchen,Small Appliances,4,210.17,0.1,21.02,756.6
6933,3490,PRD-00452,ClearPath Accessories Smart B,Apparel,Accessories,5,145.03,0.1,14.5,652.65
6934,3491,PRD-00029,ApexBrand Smartphones Plus N,Electronics,Smartphones,4,1805.99,0.0,0.0,7223.96
6935,3492,PRD-00562,ApexBrand Decor Mini G,Home & Kitchen,Decor,5,227.57,0.0,0.0,1137.85
6936,3493,PRD-00489,EcoGear Cookware Ultra I,Home & Kitchen,Cookware,4,440.62,0.2,88.12,1410.0
6937,3494,PRD-00452,ClearPath Accessories Smart B,Apparel,Accessories,2,146.34,0.25,36.58,219.52
6938,3494,PRD-00285,ZenMark Shelving Premium O,Furniture,Shelving,2,3162.14,0.25,790.54,4743.2
6939,3494,PRD-00172,BrightCore Pens & Pencils Basic G,Office Supplies,Pens & Pencils,3,105.4,0.25,26.35,237.15
6940,3495,PRD-00226,NovaTech Notepads Elite A,Office Supplies,Notepads,1,234.63,0.0,0.0,234.63
6941,3496,PRD-00096,BrightCore Gaming Mini F,Electronics,Gaming,2,2687.63,0.25,671.91,4031.44
6942,3497,PRD-00077,SwiftPro Audio Max B,Electronics,Audio,4,2244.09,0.2,448.82,7181.08
6943,3498,PRD-00152,NovaTech Labels Premium B,Office Supplies,Labels,2,165.53,0.0,0.0,331.06
6944,3498,PRD-00411,EcoGear Shoes Lite F,Apparel,Shoes,1,167.0,0.0,0.0,167.0
6945,3499,PRD-00141,BrightCore Binders Basic F,Office Supplies,Binders,4,121.12,0.1,12.11,436.04
6946,3500,PRD-00045,ApexBrand Tablets Ultra O,Electronics,Tablets,1,1028.69,0.15,154.3,874.39
6947,3500,PRD-00516,NovaTech Bedding Ultra F,Home & Kitchen,Bedding,3,491.22,0.15,73.68,1252.62
6948,3500,PRD-00592,PrimeLine Tools Pro G,Home & Kitchen,Tools,3,153.69,0.15,23.05,391.92
6949,3500,PRD-00538,BrightCore Cleaning Elite M,Home & Kitchen,Cleaning,3,203.29,0.15,30.49,518.4
6950,3501,PRD-00586,BrightCore Tools Premium A,Home & Kitchen,Tools,4,290.36,0.0,0.0,1161.44
6951,3502,PRD-00437,ZenMark Dresses Lite B,Apparel,Dresses,2,202.65,0.1,20.26,364.78
6952,3502,PRD-00312,EcoGear Filing Cabinets Plus L,Furniture,Filing Cabinets,5,1586.92,0.1,158.69,7141.15
6953,3503,PRD-00170,ApexBrand Pens & Pencils Ultra E,Office Supplies,Pens & Pencils,3,113.07,0.0,0.0,339.21
6954,3504,PRD-00200,ZenMark Organizers Max E,Office Supplies,Organizers,5,179.46,0.2,35.89,717.85
6955,3505,PRD-00482,NovaTech Cookware Basic B,Home & Kitchen,Cookware,4,433.41,0.1,43.34,1560.28
6956,3506,PRD-00308,ZenMark Filing Cabinets Basic H,Furniture,Filing Cabinets,5,1699.43,0.05,84.97,8072.3
6957,3506,PRD-00312,EcoGear Filing Cabinets Plus L,Furniture,Filing Cabinets,1,1871.96,0.05,93.6,1778.36
6958,3507,PRD-00295,PrimeLine Tables Basic J,Furniture,Tables,1,4029.12,0.05,201.46,3827.66
6959,3508,PRD-00280,ClearPath Shelving Ultra J,Furniture,Shelving,4,3624.01,0.0,0.0,14496.04
6960,3508,PRD-00502,EcoGear Small Appliances Mini G,Home & Kitchen,Small Appliances,2,553.08,0.0,0.0,1106.16
6961,3508,PRD-00590,ZenMark Tools Mini E,Home & Kitchen,Tools,4,487.08,0.0,0.0,1948.32
6962,3508,PRD-00479,PrimeLine Sportswear Basic N,Apparel,Sportswear,5,272.48,0.0,0.0,1362.4
6963,3509,PRD-00529,SwiftPro Cleaning Plus D,Home & Kitchen,Cleaning,3,534.07,0.1,53.41,1441.98
6964,3510,PRD-00405,PrimeLine Trousers Mini O,Apparel,Trousers,1,181.56,0.15,27.23,154.33
6965,3511,PRD-00373,ClearPath T-Shirts Max M,Apparel,T-Shirts,4,169.91,0.25,42.48,509.72
6966,3511,PRD-00119,NovaTech Wearables Premium N,Electronics,Wearables,3,1977.36,0.25,494.34,4449.06
6967,3511,PRD-00285,ZenMark Shelving Premium O,Furniture,Shelving,1,3853.16,0.25,963.29,2889.87
6968,3512,PRD-00366,ApexBrand T-Shirts Ultra F,Apparel,T-Shirts,4,212.84,0.0,0.0,851.36
6969,3512,PRD-00525,ZenMark Bedding Max O,Home & Kitchen,Bedding,3,252.16,0.0,0.0,756.48
6970,3512,PRD-00410,SwiftPro Shoes Basic E,Apparel,Shoes,3,254.46,0.0,0.0,763.38
6971,3512,PRD-00065,ClearPath Cameras Smart E,Electronics,Cameras,1,1845.38,0.0,0.0,1845.38
6972,3512,PRD-00115,BrightCore Wearables Premium J,Electronics,Wearables,5,2278.02,0.0,0.0,11390.1
6973,3512,PRD-00141,BrightCore Binders Basic F,Office Supplies,Binders,4,121.82,0.0,0.0,487.28
6974,3513,PRD-00565,ZenMark Decor Ultra J,Home & Kitchen,Decor,3,370.53,0.0,0.0,1111.59
6975,3513,PRD-00199,BrightCore Organizers Basic D,Office Supplies,Organizers,1,165.93,0.0,0.0,165.93
6976,3514,PRD-00359,NovaTech Cabinets Elite N,Furniture,Cabinets,2,1789.17,0.25,447.29,2683.76
6977,3515,PRD-00177,BrightCore Pens & Pencils Ultra L,Office Supplies,Pens & Pencils,4,141.37,0.1,14.14,508.92
6978,3516,PRD-00056,ApexBrand Accessories Lite K,Electronics,Accessories,5,1105.97,0.0,0.0,5529.85
6979,3516,PRD-00522,PrimeLine Bedding Elite L,Home & Kitchen,Bedding,2,761.34,0.0,0.0,1522.68
6980,3516,PRD-00368,ClearPath T-Shirts Mini H,Apparel,T-Shirts,2,122.98,0.0,0.0,245.96
6981,3516,PRD-00198,PrimeLine Organizers Mini C,Office Supplies,Organizers,4,224.82,0.0,0.0,899.28
6982,3517,PRD-00417,SwiftPro Shoes Lite L,Apparel,Shoes,4,244.98,0.25,61.24,734.96
6983,3517,PRD-00550,ClearPath Storage Premium J,Home & Kitchen,Storage,1,834.13,0.25,208.53,625.6
6984,3517,PRD-00519,PrimeLine Bedding Elite I,Home & Kitchen,Bedding,5,491.04,0.25,122.76,1841.4
6985,3518,PRD-00028,EcoGear Smartphones Pro M,Electronics,Smartphones,4,1618.95,0.2,323.79,5180.64
6986,3518,PRD-00390,BrightCore Hoodies Smart O,Apparel,Hoodies,1,183.73,0.2,36.75,146.98
6987,3518,PRD-00153,ApexBrand Labels Premium C,Office Supplies,Labels,3,93.88,0.2,18.78,225.3
6988,3519,PRD-00073,EcoGear Cameras Premium M,Electronics,Cameras,5,802.62,0.0,0.0,4013.1
6989,3520,PRD-00338,SwiftPro Sofas Premium H,Furniture,Sofas,4,2425.42,0.0,0.0,9701.68
6990,3520,PRD-00274,ClearPath Shelving Smart D,Furniture,Shelving,5,3522.06,0.0,0.0,17610.3
6991,3521,PRD-00550,ClearPath Storage Premium J,Home & Kitchen,Storage,2,751.65,0.1,75.17,1352.96
6992,3522,PRD-00093,NovaTech Gaming Elite C,Electronics,Gaming,1,1830.9,0.0,0.0,1830.9
6993,3523,PRD-00292,ApexBrand Tables Elite G,Furniture,Tables,4,3439.43,0.2,687.89,11006.16
6994,3523,PRD-00125,ApexBrand Paper Pro E,Office Supplies,Paper,2,166.79,0.2,33.36,266.86
