order_id,customer_id,sales_rep_id,order_date,ship_date,ship_mode,order_status,payment_method,country,city,region,order_total
3275,6502,4,2026-04-07,2026-04-08,Express,Delivered,Bank Transfer,India,Ahmedabad,APAC,4881.15
3276,2660,1,2026-03-25,2026-03-31,Express,Shipped,GCash,Philippines,Cebu,APAC,806.04
3277,1393,4,2023-02-05,2023-02-09,Express,Delivered,PayPal,India,Bangalore,APAC,419.52
3278,2995,3,2026-03-10,2026-03-17,Standard,Delivered,PayPal,Philippines,Caloocan,APAC,726.5
3279,2796,5,2025-02-01,2025-02-09,Express,Delivered,Bank Transfer,Philippines,Taguig,APAC,390.85
3280,7325,8,2023-06-01,2023-06-08,Economy,Delivered,PayPal,USA,Los Angeles,North America,3070.78
3281,5104,1,2025-09-12,2025-09-20,Express,Delivered,GCash,Philippines,Taguig,APAC,21224.82
3282,3627,7,2025-11-07,2025-11-13,Express,Shipped,Buy Now Pay Later,India,Mumbai,APAC,1752.48
3283,2853,6,2024-04-10,2024-04-13,Standard,Delivered,PayPal,India,Hyderabad,APAC,2347.79
3284,539,16,2026-02-17,2026-02-19,Standard,Processing,Bank Transfer,UK,Glasgow,Europe,13480.27
3285,5896,15,2025-04-21,2025-04-30,Standard,Processing,Credit Card,UK,Glasgow,Europe,8605.74
3286,1972,13,2024-01-10,2024-01-16,Economy,Delivered,Credit Card,USA,Austin,North America,9415.2
3287,2470,16,2024-09-23,2024-09-29,Express,Shipped,PayPal,UK,Leeds,Europe,8754.55
3288,681,17,2023-07-24,2023-07-28,Express,Delivered,PayPal,UK,Bristol,Europe,13901.23
3289,5832,10,2023-07-21,2023-07-24,Express,Delivered,Credit Card,USA,Dallas,North America,10713.46
3290,7583,18,2024-07-10,2024-07-17,Express,Delivered,PayPal,UK,Birmingham,Europe,250.19
3291,3199,2,2025-11-16,2025-11-22,Standard,Shipped,Credit Card,Philippines,Taguig,APAC,226.2
3292,6502,7,2024-02-08,2024-02-17,Express,Delivered,Credit Card,India,Ahmedabad,APAC,4540.14
3293,2274,4,2024-03-16,2024-03-21,Standard,Delivered,Credit Card,Philippines,Quezon City,APAC,6255.65
3294,781,12,2023-06-13,2023-06-15,Standard,Delivered,Bank Transfer,USA,Phoenix,North America,6637.26
3295,182,20,2026-02-07,2026-02-15,Standard,Delivered,PayPal,UK,Leeds,Europe,23295.52
3296,488,2,2025-10-03,2025-10-05,Express,Delivered,Credit Card,India,Kolkata,APAC,12200.17
3297,4160,18,2025-04-11,2025-04-17,Standard,Delivered,Credit Card,UK,Glasgow,Europe,2514.78
3298,1100,5,2026-02-12,2026-02-21,Economy,Shipped,Bank Transfer,Philippines,Davao,APAC,12691.9
3299,7477,19,2024-09-03,2024-09-05,Standard,Processing,PayPal,UK,Liverpool,Europe,75.86
3300,834,12,2025-03-20,2025-03-22,Express,Delivered,GCash,USA,Phoenix,North America,8286.66
3301,1368,4,2024-05-29,2024-05-30,Same Day,Delivered,Credit Card,India,Mumbai,APAC,4241.62
3302,6841,2,2023-01-25,2023-02-03,Standard,Delivered,Bank Transfer,India,Hyderabad,APAC,14508.97
3303,2357,15,2023-08-11,2023-08-18,Economy,Processing,Bank Transfer,UK,Edinburgh,Europe,14905.46
3304,6921,10,2025-01-22,2025-01-24,Express,Delivered,Buy Now Pay Later,USA,Chicago,North America,882.26
3305,4753,19,2024-05-14,2024-05-21,Standard,Delivered,Credit Card,UK,Glasgow,Europe,16796.2
3306,6123,19,2024-05-09,2024-05-13,Standard,Returned,Credit Card,UK,Liverpool,Europe,4267.19
3307,6686,10,2023-01-31,2023-02-08,Standard,Processing,GCash,USA,Houston,North America,538.61
3308,421,4,2025-04-30,2025-05-06,Same Day,Delivered,Credit Card,Philippines,Makati,APAC,18875.1
3309,979,1,2023-08-27,2023-09-06,Express,Delivered,Buy Now Pay Later,India,Ahmedabad,APAC,8787.36
3310,7599,10,2023-03-08,2023-03-10,Same Day,Delivered,Credit Card,USA,Houston,North America,5354.75
3311,6470,9,2023-10-14,2023-10-16,Standard,Shipped,GCash,USA,New York,North America,15005.56
3312,1389,18,2026-05-19,2026-05-26,Standard,Shipped,Credit Card,UK,Glasgow,Europe,572.78
3313,2195,9,2025-01-14,2025-01-15,Same Day,Delivered,Bank Transfer,Canada,Winnipeg,North America,7450.32
3314,3608,9,2025-06-04,2025-06-06,Standard,Delivered,Credit Card,USA,Phoenix,North America,1504.51
3315,3645,5,2023-11-10,2023-11-11,Express,Delivered,Bank Transfer,Philippines,Davao,APAC,19822.49
3316,1581,11,2023-10-26,2023-11-04,Express,Delivered,PayPal,USA,Chicago,North America,6744.15
3317,7471,19,2024-03-04,2024-03-09,Standard,Delivered,GCash,UK,Bristol,Europe,8711.27
3318,7022,3,2024-11-28,2024-12-04,Standard,Delivered,Debit Card,India,Hyderabad,APAC,16928.98
3319,3066,4,2025-10-23,2025-11-01,Standard,Delivered,PayPal,Philippines,Cebu,APAC,768.7
3320,5526,7,2025-09-30,2025-10-05,Economy,Delivered,Debit Card,Australia,Adelaide,APAC,17008.9
3321,3951,7,2023-01-23,2023-01-31,Same Day,Delivered,Buy Now Pay Later,Philippines,Quezon City,APAC,494.17
3322,586,2,2025-02-19,2025-02-24,Standard,Delivered,Credit Card,Australia,Adelaide,APAC,270.96
3323,4101,1,2025-12-06,2025-12-13,Express,Delivered,PayPal,Philippines,Cebu,APAC,3048.84
3324,3018,4,2025-06-07,2025-06-11,Economy,Delivered,Buy Now Pay Later,Australia,Adelaide,APAC,16325.98
3325,3245,6,2025-11-30,2025-12-03,Express,Delivered,Credit Card,Australia,Gold Coast,APAC,135.02
3326,69,18,2024-07-19,2024-07-25,Standard,Delivered,Credit Card,UK,Manchester,Europe,1555.53
3327,1593,17,2025-03-09,2025-03-11,Express,Delivered,Credit Card,UK,Manchester,Europe,4366.59
3328,287,12,2025-02-12,2025-02-15,Standard,Shipped,Credit Card,Canada,Calgary,North America,365.15
3329,5425,7,2023-12-07,2023-12-12,Standard,Cancelled,PayPal,Philippines,Taguig,APAC,132.91
3330,3487,3,2024-10-15,2024-10-22,Express,Delivered,PayPal,Philippines,Cebu,APAC,13334.73
3331,1547,20,2024-03-05,2024-03-08,Express,Cancelled,Debit Card,UK,Glasgow,Europe,1705.57
3332,1512,4,2026-05-14,2026-05-21,Standard,Delivered,Bank Transfer,Australia,Canberra,APAC,41817.95
3333,2329,12,2025-01-12,2025-01-18,Standard,Delivered,Bank Transfer,USA,Houston,North America,7322.37
3334,4049,1,2025-10-07,2025-10-14,Express,Processing,PayPal,Philippines,Caloocan,APAC,4872.9
3335,2235,5,2025-12-25,2025-12-26,Express,Delivered,PayPal,Philippines,Davao,APAC,20530.85
3336,3827,12,2025-02-08,2025-02-13,Economy,Delivered,Debit Card,USA,Austin,North America,6433.08
3337,6811,6,2026-04-23,2026-04-27,Economy,Delivered,PayPal,India,Bangalore,APAC,14659.86
3338,1067,6,2023-09-07,2023-09-15,Standard,Delivered,Credit Card,India,Mumbai,APAC,6485.68
3339,3280,2,2023-11-05,2023-11-08,Express,Shipped,PayPal,Philippines,Quezon City,APAC,1188.81
3340,3494,10,2023-11-01,2023-11-10,Express,Delivered,PayPal,USA,Houston,North America,1400.11
3341,6826,4,2025-05-10,2025-05-20,Economy,Delivered,Buy Now Pay Later,Australia,Adelaide,APAC,8081.88
3342,4653,14,2025-05-06,2025-05-14,Express,Shipped,PayPal,Canada,Vancouver,North America,82.71
3343,7583,15,2025-01-15,2025-01-18,Economy,Delivered,GCash,UK,Birmingham,Europe,942.55
3344,4395,7,2024-09-19,2024-09-24,Standard,Delivered,Credit Card,India,Bangalore,APAC,6740.18
3345,4912,1,2023-08-06,2023-08-09,Standard,Delivered,PayPal,Philippines,Manila,APAC,7587.97
3346,6285,1,2023-01-25,2023-01-29,Standard,Delivered,Bank Transfer,Philippines,Davao,APAC,4554.39
3347,3480,7,2023-04-04,2023-04-13,Economy,Processing,Debit Card,India,Chennai,APAC,196.4
3348,6629,15,2026-05-27,2026-05-31,Standard,Shipped,Credit Card,UK,Leeds,Europe,481.92
3349,2611,8,2024-05-29,2024-06-02,Economy,Delivered,Bank Transfer,USA,Phoenix,North America,4905.3
3350,5158,7,2025-10-10,2025-10-16,Express,Delivered,Debit Card,Philippines,Cebu,APAC,2257.47
3351,2233,14,2025-10-22,2025-10-26,Express,Cancelled,Debit Card,USA,New York,North America,454.18
3352,3954,5,2023-06-09,2023-06-14,Standard,Processing,Credit Card,India,Bangalore,APAC,1735.48
3353,5476,9,2026-03-07,2026-03-09,Standard,Delivered,Buy Now Pay Later,USA,Seattle,North America,11967.2
3354,6935,18,2024-01-31,2024-02-07,Economy,Delivered,Credit Card,UK,London,Europe,257.69
3355,324,1,2025-11-10,2025-11-11,Standard,Delivered,GCash,Australia,Perth,APAC,4180.39
3356,7207,12,2025-03-18,2025-03-23,Express,Delivered,Credit Card,Canada,Toronto,North America,2137.98
3357,6916,3,2024-03-03,2024-03-08,Express,Processing,Debit Card,Philippines,Taguig,APAC,14580.71
3358,361,14,2026-01-17,2026-01-25,Standard,Shipped,Credit Card,USA,Seattle,North America,779.04
3359,2205,11,2024-09-09,2024-09-17,Standard,Delivered,Bank Transfer,Canada,Quebec City,North America,2034.45
3360,7425,14,2024-03-23,2024-04-01,Standard,Delivered,Buy Now Pay Later,Canada,Vancouver,North America,10261.45
3361,6558,5,2024-10-13,2024-10-18,Express,Delivered,Credit Card,Philippines,Caloocan,APAC,7218.01
3362,2126,14,2023-06-03,2023-06-04,Express,Processing,Credit Card,Canada,Montreal,North America,10616.85
3363,5440,4,2024-06-26,2024-07-03,Same Day,Delivered,Bank Transfer,Philippines,Caloocan,APAC,225.59
3364,2199,6,2023-08-19,2023-08-29,Standard,Delivered,Credit Card,Philippines,Cebu,APAC,11818.6
3365,4413,4,2025-07-21,2025-07-25,Standard,Cancelled,Credit Card,Philippines,Taguig,APAC,538.9
3366,472,5,2026-03-06,2026-03-13,Economy,Delivered,PayPal,Australia,Gold Coast,APAC,16996.21
3367,570,1,2025-04-16,2025-04-18,Economy,Delivered,Credit Card,Philippines,Quezon City,APAC,8710.74
3368,3342,14,2024-11-30,2024-12-02,Express,Processing,Bank Transfer,Canada,Montreal,North America,11229.18
3369,3544,13,2025-12-14,2025-12-24,Economy,Delivered,Debit Card,Canada,Vancouver,North America,4139.7
3370,4591,14,2023-11-08,2023-11-18,Express,Delivered,Credit Card,USA,New York,North America,12500.27
3371,2474,8,2026-02-21,2026-02-23,Standard,Cancelled,Credit Card,USA,Los Angeles,North America,12182.97
3372,4089,6,2024-01-27,2024-02-06,Economy,Delivered,Debit Card,India,Pune,APAC,346.19
3373,5126,3,2024-02-07,2024-02-15,Express,Delivered,Credit Card,Australia,Perth,APAC,6630.5
3374,6636,13,2024-05-02,2024-05-11,Standard,Cancelled,Bank Transfer,USA,Austin,North America,442.77
3375,5619,14,2023-08-15,2023-08-18,Express,Delivered,PayPal,USA,Austin,North America,19246.38
3376,5920,9,2024-05-31,2024-06-10,Express,Delivered,Credit Card,USA,New York,North America,497.96
3377,25,7,2023-11-04,2023-11-05,Express,Delivered,GCash,Philippines,Taguig,APAC,25640.92
3378,4077,8,2024-02-22,2024-03-01,Express,Delivered,Bank Transfer,USA,Dallas,North America,7459.65
3379,3751,4,2025-01-08,2025-01-18,Economy,Cancelled,Buy Now Pay Later,Philippines,Cebu,APAC,292.04
3380,599,3,2024-05-16,2024-05-21,Express,Delivered,PayPal,India,Ahmedabad,APAC,176.34
3381,6668,14,2026-05-09,2026-05-18,Express,Delivered,Credit Card,USA,Austin,North America,18363.29
3382,4466,12,2025-01-07,2025-01-14,Standard,Delivered,GCash,Canada,Quebec City,North America,5799.18
3383,3976,14,2025-05-10,2025-05-19,Express,Delivered,GCash,USA,Dallas,North America,738.44
3384,7225,16,2025-08-15,2025-08-18,Express,Delivered,PayPal,UK,Birmingham,Europe,1269.28
3385,2847,9,2023-03-09,2023-03-13,Standard,Delivered,Debit Card,USA,Dallas,North America,2696.12
3386,3432,13,2023-05-05,2023-05-07,Express,Delivered,GCash,USA,Chicago,North America,1713.39
3387,4938,4,2024-10-20,2024-10-28,Standard,Processing,PayPal,India,Chennai,APAC,559.6
3388,7422,11,2026-03-06,2026-03-10,Standard,Delivered,Credit Card,USA,New York,North America,6632.07
3389,385,12,2024-08-04,2024-08-09,Same Day,Delivered,Bank Transfer,USA,Los Angeles,North America,1335.85
3390,6704,2,2024-12-12,2024-12-18,Standard,Delivered,Buy Now Pay Later,Philippines,Davao,APAC,289.05
3391,1193,15,2025-08-25,2025-09-04,Standard,Cancelled,Buy Now Pay Later,UK,Liverpool,Europe,2325.8
3392,194,3,2026-05-02,2026-05-03,Express,Delivered,PayPal,India,Kolkata,APAC,75.83
3393,1155,15,2024-05-31,2024-06-02,Standard,Delivered,GCash,UK,Edinburgh,Europe,264.34
3394,1407,1,2024-06-29,2024-07-01,Standard,Delivered,Bank Transfer,Philippines,Quezon City,APAC,539.76
3395,5587,1,2024-02-17,2024-02-26,Standard,Delivered,Credit Card,Australia,Canberra,APAC,10334.19
3396,6714,8,2023-11-28,2023-12-05,Standard,Delivered,Credit Card,USA,Dallas,North America,12531.12
3397,4501,19,2024-06-13,2024-06-15,Express,Delivered,GCash,UK,Birmingham,Europe,152.2
3398,619,14,2023-11-30,2023-12-04,Standard,Cancelled,PayPal,USA,Austin,North America,5448.2
3399,6609,16,2023-12-06,2023-12-15,Same Day,Delivered,Bank Transfer,UK,Glasgow,Europe,7599.66
3400,2930,5,2025-12-30,2026-01-05,Express,Delivered,PayPal,Philippines,Makati,APAC,1362.09
3401,1036,12,2023-11-21,2023-11-23,Economy,Delivered,Bank Transfer,USA,Houston,North America,462.08
3402,7200,6,2023-12-16,2023-12-20,Same Day,Delivered,Credit Card,India,Mumbai,APAC,586.56
3403,6510,7,2025-02-24,2025-03-02,Express,Delivered,Credit Card,India,Mumbai,APAC,9977.39
3404,7011,6,2025-07-10,2025-07-18,Express,Delivered,Credit Card,Philippines,Manila,APAC,492.1
3405,6647,4,2023-05-25,2023-05-31,Economy,Delivered,PayPal,Australia,Canberra,APAC,806.98
3406,2508,9,2024-01-21,2024-01-27,Same Day,Delivered,Credit Card,USA,Los Angeles,North America,364.53
3407,6791,8,2024-02-20,2024-03-01,Express,Delivered,Debit Card,Canada,Vancouver,North America,253.77
3408,7085,16,2023-05-21,2023-05-25,Same Day,Delivered,Credit Card,UK,Edinburgh,Europe,4813.99
3409,2870,17,2025-06-14,2025-06-17,Standard,Delivered,Credit Card,UK,Leeds,Europe,1267.2
3410,6440,2,2025-08-24,2025-09-02,Standard,Delivered,PayPal,Philippines,Taguig,APAC,5554.76
3411,981,6,2025-01-11,2025-01-13,Economy,Delivered,PayPal,India,Hyderabad,APAC,3483.8
3412,5614,5,2026-03-04,2026-03-10,Standard,Returned,Bank Transfer,Philippines,Manila,APAC,566.44
3413,121,3,2023-02-01,2023-02-05,Economy,Shipped,Credit Card,India,Kolkata,APAC,6656.05
3414,487,1,2026-02-02,2026-02-05,Economy,Delivered,Bank Transfer,Philippines,Davao,APAC,390.82
3415,6201,4,2023-12-20,2023-12-22,Economy,Delivered,Credit Card,Philippines,Pasig,APAC,813.64
3416,3525,9,2024-07-02,2024-07-10,Standard,Processing,Credit Card,USA,Dallas,North America,3675.1
3417,3668,8,2024-07-10,2024-07-18,Express,Shipped,Debit Card,USA,New York,North America,676.77
3418,443,14,2024-02-04,2024-02-09,Express,Shipped,Credit Card,USA,Chicago,North America,13463.42
3419,418,18,2025-04-02,2025-04-12,Economy,Cancelled,Credit Card,UK,Leeds,Europe,12759.76
3420,110,3,2025-11-13,2025-11-20,Economy,Shipped,Buy Now Pay Later,India,Mumbai,APAC,7831.4
3421,905,1,2025-06-27,2025-06-30,Same Day,Cancelled,PayPal,Australia,Hobart,APAC,20340.87
3422,4340,7,2025-02-20,2025-02-27,Express,Delivered,PayPal,Australia,Melbourne,APAC,627.56
3423,5181,10,2025-07-19,2025-07-25,Express,Cancelled,GCash,USA,Houston,North America,5457.79
3424,3489,7,2023-03-02,2023-03-06,Same Day,Delivered,GCash,Australia,Perth,APAC,229.98
3425,7210,6,2023-09-14,2023-09-24,Standard,Delivered,Credit Card,India,Chennai,APAC,1642.69
3426,488,1,2023-03-27,2023-04-05,Standard,Delivered,GCash,India,Kolkata,APAC,4568.88
3427,1931,10,2023-04-13,2023-04-21,Standard,Delivered,Debit Card,USA,Seattle,North America,30174.2
3428,5489,12,2023-10-11,2023-10-16,Economy,Delivered,Bank Transfer,Canada,Montreal,North America,13237.72
3429,5801,8,2025-04-10,2025-04-18,Express,Delivered,PayPal,Canada,Edmonton,North America,7995.6
3430,6245,10,2024-11-27,2024-12-07,Express,Delivered,GCash,Canada,Winnipeg,North America,13099.81
3431,363,20,2025-02-20,2025-02-21,Express,Delivered,Credit Card,UK,Bristol,Europe,6908.66
3432,4135,2,2024-03-20,2024-03-22,Standard,Delivered,Credit Card,Australia,Sydney,APAC,18125.88
3433,7544,3,2024-01-11,2024-01-21,Standard,Shipped,Buy Now Pay Later,Philippines,Caloocan,APAC,5278.48
3434,5222,12,2024-10-06,2024-10-14,Economy,Delivered,Bank Transfer,USA,Houston,North America,1479.3
3435,550,6,2024-06-18,2024-06-25,Standard,Delivered,Credit Card,India,Kolkata,APAC,2740.48
3436,1357,6,2023-01-23,2023-01-26,Express,Delivered,Credit Card,Philippines,Caloocan,APAC,981.45
3437,7640,7,2024-02-09,2024-02-19,Express,Processing,PayPal,Australia,Adelaide,APAC,687.46
3438,346,13,2023-08-04,2023-08-13,Express,Delivered,Credit Card,USA,Los Angeles,North America,339.04
3439,6689,10,2025-05-14,2025-05-19,Same Day,Delivered,Credit Card,USA,Los Angeles,North America,4212.95
3440,1109,10,2025-10-23,2025-10-28,Economy,Processing,GCash,USA,Houston,North America,22427.05
3441,4328,11,2023-05-03,2023-05-05,Express,Delivered,PayPal,USA,Los Angeles,North America,4258.35
3442,7770,3,2025-06-26,2025-06-30,Same Day,Delivered,Bank Transfer,Philippines,Pasig,APAC,2016.43
3443,3994,17,2024-02-01,2024-02-04,Economy,Shipped,Buy Now Pay Later,UK,Glasgow,Europe,7997.1
3444,5804,6,2025-10-19,2025-10-26,Express,Shipped,Credit Card,India,Hyderabad,APAC,2119.52
3445,1419,18,2026-02-01,2026-02-08,Standard,Shipped,PayPal,UK,Manchester,Europe,1311.8
3446,5579,9,2023-09-17,2023-09-19,Economy,Shipped,Credit Card,Canada,Winnipeg,North America,6959.64
3447,5058,12,2025-05-23,2025-05-27,Economy,Delivered,Debit Card,USA,Dallas,North America,4937.18
3448,763,3,2025-11-07,2025-11-11,Same Day,Delivered,Buy Now Pay Later,Philippines,Cebu,APAC,4645.92
3449,5201,9,2023-08-28,2023-08-31,Economy,Delivered,Credit Card,Canada,Calgary,North America,2997.49
3450,6465,8,2023-11-29,2023-12-03,Express,Delivered,Bank Transfer,USA,Houston,North America,2997.51
3451,7255,9,2024-05-23,2024-05-31,Economy,Shipped,Debit Card,USA,Dallas,North America,4714.61
3452,4037,5,2024-04-04,2024-04-13,Standard,Delivered,Credit Card,Philippines,Quezon City,APAC,6697.68
3453,5069,7,2024-04-11,2024-04-13,Economy,Delivered,GCash,Philippines,Davao,APAC,3105.07
3454,6239,13,2024-04-21,2024-04-27,Standard,Delivered,Buy Now Pay Later,Canada,Montreal,North America,1498.08
3455,5920,9,2024-07-03,2024-07-07,Express,Delivered,Credit Card,USA,New York,North America,568.54
3456,4430,20,2023-04-29,2023-05-02,Express,Delivered,GCash,UK,Bristol,Europe,1905.87
3457,7157,1,2024-09-24,2024-09-28,Economy,Delivered,PayPal,Australia,Brisbane,APAC,19177.13
3458,4341,11,2026-05-06,2026-05-09,Express,Processing,Credit Card,USA,Seattle,North America,11803.48
3459,4271,13,2024-05-03,2024-05-09,Standard,Delivered,PayPal,Canada,Toronto,North America,175.17
3460,7906,13,2024-09-18,2024-09-23,Standard,Delivered,Bank Transfer,USA,Houston,North America,233.52
3461,4433,17,2023-11-03,2023-11-10,Economy,Delivered,PayPal,UK,Manchester,Europe,13717.35
3462,4027,2,2024-08-04,2024-08-14,Express,Delivered,PayPal,Philippines,Davao,APAC,900.98
3463,6112,18,2023-12-06,2023-12-07,Standard,Shipped,PayPal,UK,Liverpool,Europe,4315.29
3464,4203,14,2024-05-01,2024-05-11,Standard,Delivered,PayPal,USA,Houston,North America,7235.64
3465,5466,9,2024-07-29,2024-07-30,Economy,Delivered,PayPal,Canada,Ottawa,North America,745.0
3466,5535,2,2024-06-03,2024-06-06,Standard,Delivered,PayPal,India,Bangalore,APAC,7065.5
3467,4124,11,2025-07-02,2025-07-09,Express,Delivered,Bank Transfer,Canada,Vancouver,North America,973.77
3468,7337,19,2025-09-19,2025-09-25,Standard,Processing,Bank Transfer,UK,Manchester,Europe,864.99
3469,7408,5,2026-01-14,2026-01-21,Economy,Delivered,GCash,Philippines,Davao,APAC,388.6
3470,3152,14,2025-05-18,2025-05-27,Standard,Delivered,PayPal,Canada,Winnipeg,North America,5968.54
3471,2399,13,2024-11-20,2024-11-21,Economy,Delivered,Credit Card,USA,Dallas,North America,11860.51
3472,1493,13,2024-05-27,2024-06-01,Economy,Delivered,Debit Card,USA,Houston,North America,2243.4
3473,3269,15,2024-11-01,2024-11-04,Standard,Delivered,Buy Now Pay Later,UK,London,Europe,740.47
3474,296,13,2024-01-23,2024-01-28,Economy,Delivered,Debit Card,USA,New York,North America,3238.77
3475,5983,6,2023-04-25,2023-05-02,Economy,Delivered,Credit Card,Australia,Perth,APAC,24536.92
3476,5799,16,2024-08-25,2024-09-02,Economy,Delivered,Buy Now Pay Later,UK,Glasgow,Europe,3666.38
3477,158,1,2024-12-16,2024-12-25,Standard,Delivered,GCash,India,Ahmedabad,APAC,4190.94
3478,5537,13,2026-05-25,2026-05-31,Express,Delivered,Bank Transfer,USA,New York,North America,444.45
3479,7736,8,2024-02-01,2024-02-09,Same Day,Shipped,Debit Card,USA,Houston,North America,722.15
3480,7219,4,2023-04-16,2023-04-17,Standard,Processing,Buy Now Pay Later,Philippines,Cebu,APAC,429.42
3481,7731,5,2023-07-03,2023-07-11,Standard,Shipped,Credit Card,India,Bangalore,APAC,18676.45
3482,122,12,2025-06-24,2025-07-02,Same Day,Delivered,Credit Card,USA,Houston,North America,3327.27
3483,2365,14,2023-12-09,2023-12-16,Standard,Delivered,GCash,Canada,Ottawa,North America,887.2
3484,3247,9,2026-05-13,2026-05-19,Standard,Delivered,Credit Card,USA,New York,North America,1763.33
3485,7922,14,2025-05-21,2025-05-25,Economy,Returned,Bank Transfer,USA,Houston,North America,3591.35
3486,6117,8,2024-12-20,2024-12-30,Same Day,Delivered,Buy Now Pay Later,USA,New York,North America,2409.94
3487,3018,5,2026-05-11,2026-05-20,Standard,Processing,GCash,Australia,Adelaide,APAC,15163.45
3488,278,15,2023-11-04,2023-11-11,Economy,Delivered,Credit Card,UK,Bristol,Europe,8671.95
3489,7113,5,2025-11-05,2025-11-10,Standard,Delivered,Bank Transfer,Philippines,Taguig,APAC,10819.16
3490,3335,1,2023-11-13,2023-11-14,Standard,Delivered,Debit Card,Philippines,Manila,APAC,1409.25
3491,6915,12,2023-09-12,2023-09-19,Standard,Delivered,Credit Card,Canada,Edmonton,North America,7223.96
3492,6624,14,2023-01-13,2023-01-21,Economy,Delivered,Bank Transfer,USA,New York,North America,1137.85
3493,6649,3,2023-03-23,2023-03-29,Economy,Delivered,Credit Card,Australia,Perth,APAC,1410.0
3494,3906,5,2023-03-09,2023-03-18,Express,Delivered,GCash,Philippines,Manila,APAC,5199.87
3495,3777,17,2025-10-09,2025-10-19,Same Day,Delivered,Buy Now Pay Later,UK,Edinburgh,Europe,234.63
3496,418,19,2023-09-30,2023-10-06,Standard,Delivered,Debit Card,UK,Leeds,Europe,4031.44
3497,6446,6,2025-07-31,2025-08-07,Economy,Shipped,Buy Now Pay Later,Philippines,Cebu,APAC,7181.08
3498,1681,9,2023-01-29,2023-02-07,Express,Delivered,Credit Card,USA,Phoenix,North America,498.06
3499,5416,5,2025-10-22,2025-10-24,Standard,Delivered,PayPal,Philippines,Caloocan,APAC,436.04
3500,6521,6,2026-05-20,2026-05-22,Standard,Shipped,Bank Transfer,Philippines,Caloocan,APAC,3037.33
3501,7885,16,2025-01-11,2025-01-17,Economy,Processing,GCash,UK,Manchester,Europe,1161.44
3502,689,8,2024-02-28,2024-03-02,Express,Delivered,Bank Transfer,USA,Los Angeles,North America,7505.93
3503,3889,15,2023-06-23,2023-06-30,Standard,Shipped,Credit Card,UK,Edinburgh,Europe,339.21
3504,3260,1,2023-12-07,2023-12-15,Express,Delivered,Credit Card,Australia,Melbourne,APAC,717.85
3505,6458,13,2023-10-07,2023-10-08,Economy,Delivered,Credit Card,USA,Phoenix,North America,1560.28
3506,1269,14,2024-01-10,2024-01-14,Express,Cancelled,Bank Transfer,Canada,Montreal,North America,9850.66
3507,6234,12,2025-12-07,2025-12-11,Economy,Delivered,PayPal,USA,Dallas,North America,3827.66
3508,2620,14,2025-08-18,2025-08-19,Express,Delivered,Credit Card,USA,Seattle,North America,18912.92
3509,3213,14,2025-10-03,2025-10-08,Standard,Shipped,GCash,USA,Phoenix,North America,1441.98
3510,6590,7,2025-08-23,2025-08-24,Economy,Cancelled,Credit Card,India,Delhi,APAC,154.33
3511,3031,4,2025-05-23,2025-06-01,Express,Processing,Credit Card,Australia,Adelaide,APAC,7848.65
3512,1934,5,2023-01-15,2023-01-23,Standard,Returned,Credit Card,Philippines,Pasig,APAC,16093.98
3513,4050,4,2025-12-31,2026-01-02,Standard,Returned,GCash,Philippines,Cebu,APAC,1277.52
3514,7671,16,2024-02-02,2024-02-05,Express,Delivered,Credit Card,UK,Liverpool,Europe,2683.76
3515,3857,7,2023-09-30,2023-10-05,Standard,Delivered,PayPal,Philippines,Quezon City,APAC,508.92
3516,7214,1,2025-11-10,2025-11-18,Economy,Cancelled,Credit Card,Philippines,Manila,APAC,8197.77
3517,4391,18,2024-06-19,2024-06-22,Express,Cancelled,GCash,UK,Bristol,Europe,3201.96
3518,2875,6,2024-03-10,2024-03-18,Standard,Delivered,Debit Card,Philippines,Pasig,APAC,5552.92
3519,1593,17,2024-06-25,2024-07-04,Same Day,Shipped,Debit Card,UK,Manchester,Europe,4013.1
3520,4567,12,2025-09-19,2025-09-22,Economy,Delivered,PayPal,USA,New York,North America,27311.98
3521,6282,6,2025-11-13,2025-11-15,Same Day,Delivered,Bank Transfer,Australia,Melbourne,APAC,1352.96
3522,3018,5,2024-03-26,2024-03-27,Express,Delivered,GCash,Australia,Adelaide,APAC,1830.9
3523,6691,4,2026-02-08,2026-02-13,Standard,Delivered,Bank Transfer,Philippines,Makati,APAC,13843.54
3524,7589,7,2024-09-08,2024-09-10,Express,Delivered,Bank Transfer,Philippines,Manila,APAC,8884.6
3525,4545,11,2026-05-26,2026-05-27,Express,Delivered,Credit Card,Canada,Toronto,North America,12567.95
3526,599,7,2025-04-24,2025-04-25,Express,Delivered,GCash,India,Ahmedabad,APAC,1025.24
3527,3451,13,2023-08-08,2023-08-13,Standard,Delivered,PayPal,USA,Los Angeles,North America,1883.15
3528,7504,4,2026-01-20,2026-01-23,Express,Delivered,PayPal,Philippines,Manila,APAC,15581.36
3529,1039,13,2024-07-23,2024-07-27,Economy,Delivered,PayPal,USA,Dallas,North America,1300.44
3530,4787,2,2025-02-06,2025-02-16,Express,Delivered,Debit Card,India,Mumbai,APAC,135.01
3531,1478,6,2023-12-23,2023-12-25,Economy,Delivered,Credit Card,Australia,Gold Coast,APAC,568.12
3532,4763,5,2024-11-08,2024-11-17,Standard,Cancelled,Credit Card,Philippines,Cebu,APAC,2080.48
