lead_id,customer_id,created_date,source,status,follow_up_date
1481,1627,2023-12-17,Google Ads,Converted,
1482,,2025-03-12,Google Ads,Contacted,2025-03-21
1483,,2023-07-09,Organic,Contacted,2023-07-22
1484,,2023-03-31,Direct,Qualified,2023-04-07
1485,,2023-05-27,TikTok,New,
1486,,2026-04-10,LinkedIn,Lost,
1487,,2023-07-30,Facebook Ads,Qualified,2023-08-03
1488,,2024-08-19,LinkedIn,Qualified,2024-08-25
1489,,2026-02-05,Google Ads,New,
1490,,2025-08-28,Direct,New,
1491,,2023-04-15,Google Ads,Qualified,2023-04-24
1492,,2025-04-29,Facebook Ads,Qualified,2025-05-03
1493,,2024-04-10,Direct,Lost,
1494,,2023-09-18,Facebook Ads,Contacted,2023-09-30
1495,,2025-05-06,Facebook Ads,Lost,
1496,,2024-08-15,Direct,New,
1497,5783,2026-01-28,LinkedIn,Converted,
1498,2819,2024-11-04,Direct,Converted,
1499,,2023-12-20,Organic,New,
1500,,2024-11-02,Google Ads,Contacted,2024-11-03
1501,5605,2024-12-28,LinkedIn,Converted,
1502,3895,2023-03-26,TikTok,Converted,
1503,,2025-10-26,LinkedIn,Qualified,2025-10-29
1504,,2026-04-15,Referral,New,
1505,,2024-08-29,Direct,Lost,
1506,,2025-07-21,Facebook Ads,Lost,
1507,,2024-06-14,Facebook Ads,Lost,
1508,,2025-09-14,Google Ads,Lost,
1509,,2023-06-10,LinkedIn,Qualified,2023-06-19
1510,,2023-04-09,Organic,Contacted,2023-04-18
1511,,2024-01-10,Direct,New,
1512,,2025-03-12,Direct,Qualified,2025-03-17
1513,6264,2024-04-17,Google Ads,Converted,
1514,,2024-11-16,Direct,Lost,
1515,,2023-09-30,Facebook Ads,Qualified,2023-10-12
1516,,2024-10-07,Facebook Ads,Qualified,2024-10-21
1517,7285,2023-02-24,LinkedIn,Converted,
1518,,2023-04-14,Organic,New,
1519,,2023-11-07,Google Ads,Qualified,2023-11-10
1520,7829,2024-04-08,LinkedIn,Converted,
1521,,2025-08-14,Google Ads,New,
1522,,2024-09-23,Referral,Lost,
1523,7872,2025-06-17,Direct,Converted,
1524,633,2026-02-01,Direct,Converted,
1525,7227,2023-08-23,Organic,Converted,
1526,,2025-10-03,TikTok,Contacted,2025-10-11
1527,,2026-02-03,Organic,Qualified,2026-02-11
1528,,2025-09-30,LinkedIn,Qualified,2025-10-12
1529,,2025-07-09,LinkedIn,Contacted,2025-07-14
1530,,2025-12-06,Organic,Lost,
1531,,2026-03-29,Organic,New,
1532,,2025-02-05,Facebook Ads,New,
1533,,2024-10-30,Referral,Qualified,2024-11-07
1534,,2025-03-05,Google Ads,Lost,
1535,,2025-07-30,Google Ads,Contacted,2025-08-05
1536,,2024-04-21,LinkedIn,Contacted,2024-05-02
1537,,2026-03-24,Direct,New,
1538,,2024-02-24,Referral,Qualified,2024-02-28
1539,,2025-01-20,Direct,Lost,
1540,,2024-09-16,Facebook Ads,Contacted,2024-09-27
1541,,2026-05-18,LinkedIn,Contacted,2026-06-01
1542,,2023-12-12,TikTok,Contacted,2023-12-26
1543,,2024-11-29,TikTok,New,
1544,,2024-09-06,Referral,Qualified,2024-09-10
1545,,2025-06-13,Organic,Qualified,2025-06-27
1546,,2025-12-27,Google Ads,Lost,
1547,,2025-02-12,Referral,New,
1548,,2025-04-25,Direct,Lost,
1549,,2024-02-13,Referral,Qualified,2024-02-26
1550,,2023-12-11,LinkedIn,Contacted,2023-12-14
1551,,2025-12-31,Facebook Ads,Lost,
1552,,2026-03-13,LinkedIn,Contacted,2026-03-18
1553,,2024-02-13,LinkedIn,Contacted,2024-02-18
1554,,2024-04-23,Organic,New,
1555,,2024-02-23,TikTok,Lost,
1556,4489,2026-01-01,TikTok,Converted,
1557,,2025-05-08,Facebook Ads,Lost,
1558,,2024-05-24,Direct,Qualified,2024-06-06
1559,488,2026-01-11,Referral,Converted,
1560,,2024-12-31,Facebook Ads,Qualified,2025-01-03
1561,,2023-12-27,Facebook Ads,Qualified,2024-01-10
1562,,2023-08-01,TikTok,Contacted,2023-08-08
1563,,2025-06-18,LinkedIn,Lost,
1564,,2023-12-27,LinkedIn,Contacted,2024-01-02
1565,,2025-12-31,LinkedIn,Qualified,2026-01-14
1566,,2026-02-23,Facebook Ads,Lost,
1567,,2024-02-24,Referral,Qualified,2024-03-04
1568,,2024-01-28,LinkedIn,Qualified,2024-02-10
1569,,2024-08-03,TikTok,New,
1570,,2023-04-04,Facebook Ads,Lost,
1571,,2023-10-24,Referral,Qualified,2023-10-27
1572,,2023-10-15,Facebook Ads,Lost,
1573,,2023-07-02,LinkedIn,Qualified,2023-07-09
1574,,2025-03-28,Organic,Lost,
1575,,2026-03-18,Referral,Contacted,2026-03-29
1576,,2023-07-28,Facebook Ads,Qualified,2023-07-29
1577,,2024-08-05,Google Ads,Contacted,2024-08-11
1578,6963,2023-10-28,TikTok,Converted,
1579,,2025-07-24,Google Ads,Qualified,2025-07-27
1580,,2025-04-09,Direct,Qualified,2025-04-11
1581,,2026-05-02,Organic,Lost,
1582,,2026-03-30,Direct,Qualified,2026-04-01
1583,,2024-12-12,LinkedIn,Contacted,2024-12-13
1584,,2026-04-11,TikTok,New,
1585,,2024-10-31,LinkedIn,Contacted,2024-11-09
1586,,2025-10-21,Facebook Ads,Qualified,2025-10-31
1587,,2025-09-01,Google Ads,Contacted,2025-09-15
1588,5499,2024-03-10,Organic,Converted,
1589,,2023-08-13,LinkedIn,Lost,
1590,,2025-11-03,Organic,Qualified,2025-11-04
1591,,2024-03-02,TikTok,Contacted,2024-03-11
1592,,2023-09-20,Google Ads,New,
1593,,2025-05-06,TikTok,Qualified,2025-05-15
1594,,2023-08-05,Google Ads,Qualified,2023-08-09
1595,,2023-11-25,Organic,Contacted,2023-12-09
1596,,2023-02-09,TikTok,New,
1597,,2025-02-10,Direct,Contacted,2025-02-23
1598,,2026-04-09,Facebook Ads,Lost,
1599,,2023-12-14,Direct,Contacted,2023-12-26
1600,,2026-04-05,Referral,Lost,
1601,,2025-08-26,Direct,Lost,
1602,,2023-12-18,Referral,Lost,
1603,,2024-08-16,LinkedIn,New,
1604,,2023-03-13,Google Ads,Contacted,2023-03-17
1605,,2024-02-04,Referral,Contacted,2024-02-12
1606,3683,2024-09-21,Facebook Ads,Converted,
1607,,2025-09-28,TikTok,Lost,
1608,6985,2024-07-09,Referral,Converted,
1609,,2024-11-07,Facebook Ads,Contacted,2024-11-17
1610,,2023-09-12,Referral,Lost,
1611,,2024-09-04,TikTok,Contacted,2024-09-16
1612,,2025-04-13,Direct,Qualified,2025-04-24
1613,,2025-10-30,LinkedIn,Contacted,2025-11-12
1614,,2023-04-03,Direct,Contacted,2023-04-11
1615,,2024-03-17,Facebook Ads,Contacted,2024-03-21
1616,,2024-05-13,Google Ads,Contacted,2024-05-16
1617,,2026-01-27,Organic,Contacted,2026-02-01
1618,,2025-01-29,Facebook Ads,Lost,
1619,,2024-04-11,TikTok,New,
1620,,2023-04-08,Direct,Qualified,2023-04-19
1621,,2024-07-10,LinkedIn,Contacted,2024-07-17
1622,,2024-05-12,Referral,Contacted,2024-05-21
1623,,2024-05-25,Referral,New,
1624,,2025-07-18,Organic,Contacted,2025-07-29
1625,,2024-10-02,TikTok,Lost,
1626,,2024-11-07,Organic,Lost,
1627,,2025-03-31,Direct,New,
1628,,2024-08-19,LinkedIn,Lost,
1629,,2024-12-20,Organic,Qualified,2024-12-24
1630,,2024-05-04,Direct,New,
1631,,2025-10-09,Facebook Ads,Lost,
1632,,2024-10-05,Referral,New,
1633,,2024-03-20,Organic,Qualified,2024-04-01
1634,2555,2023-10-06,LinkedIn,Converted,
1635,,2023-10-20,TikTok,New,
1636,,2024-01-26,Direct,Contacted,2024-01-27
1637,,2025-10-18,Organic,Contacted,2025-10-22
1638,,2023-08-02,Referral,Lost,
1639,,2025-04-16,Google Ads,Qualified,2025-04-24
1640,2406,2023-03-28,Referral,Converted,
1641,,2025-12-15,Google Ads,Lost,
1642,,2023-01-26,Referral,Lost,
1643,873,2024-04-23,Referral,Converted,
1644,3358,2023-09-30,TikTok,Converted,
1645,,2026-02-07,Direct,Lost,
1646,6891,2025-01-14,Organic,Converted,
1647,6187,2024-03-03,Google Ads,Converted,
1648,,2025-01-17,LinkedIn,New,
1649,,2023-08-15,Google Ads,New,
1650,,2023-08-29,Referral,Qualified,2023-08-30
1651,,2023-02-06,TikTok,New,
1652,2365,2024-05-26,Google Ads,Converted,
1653,,2024-11-13,Facebook Ads,Qualified,2024-11-24
1654,,2026-05-06,Google Ads,Qualified,2026-05-18
1655,,2023-09-29,Google Ads,Qualified,2023-10-04
1656,,2023-04-08,LinkedIn,Contacted,2023-04-13
1657,7855,2024-09-03,Referral,Converted,
1658,,2024-01-17,Organic,Qualified,2024-01-30
1659,,2023-07-25,Organic,Contacted,2023-08-06
1660,,2023-01-28,LinkedIn,Qualified,2023-02-06
1661,,2024-01-03,Organic,Qualified,2024-01-06
1662,,2025-06-15,TikTok,Contacted,2025-06-20
1663,,2025-10-22,Direct,Contacted,2025-11-04
1664,,2024-05-04,LinkedIn,Qualified,2024-05-08
1665,7372,2024-09-26,Organic,Converted,
1666,,2025-01-28,Referral,New,
1667,,2024-09-18,TikTok,Contacted,2024-09-20
1668,,2023-07-09,Google Ads,Lost,
1669,7980,2025-10-24,Google Ads,Converted,
1670,,2026-01-15,TikTok,Qualified,2026-01-24
1671,,2023-05-15,Google Ads,Qualified,2023-05-27
1672,,2026-01-30,TikTok,Qualified,2026-02-07
1673,,2025-04-12,LinkedIn,Qualified,2025-04-25
1674,,2025-11-01,Google Ads,Qualified,2025-11-09
1675,,2024-06-29,Google Ads,Lost,
1676,2979,2023-01-16,Facebook Ads,Converted,
1677,,2026-05-29,Facebook Ads,New,
1678,,2023-07-22,Referral,Contacted,2023-07-25
1679,,2026-03-08,Organic,Lost,
1680,,2025-07-05,TikTok,Contacted,2025-07-09
1681,,2024-08-26,LinkedIn,New,
1682,,2023-08-17,TikTok,Lost,
1683,,2023-01-29,Organic,Qualified,2023-02-02
1684,,2023-03-11,Direct,Lost,
1685,,2023-12-02,Facebook Ads,Qualified,2023-12-15
1686,,2024-12-07,Referral,Qualified,2024-12-18
1687,,2023-12-12,Facebook Ads,New,
1688,,2023-10-18,TikTok,Lost,
1689,,2023-12-08,Referral,Qualified,2023-12-14
1690,,2024-11-18,Organic,Qualified,2024-11-19
1691,,2026-03-14,LinkedIn,Lost,
1692,,2025-11-06,Google Ads,Contacted,2025-11-09
1693,,2023-09-20,Organic,Qualified,2023-09-25
1694,,2023-06-04,Facebook Ads,Contacted,2023-06-05
1695,,2023-10-08,Referral,Contacted,2023-10-17
1696,,2025-05-24,LinkedIn,New,
1697,,2023-10-21,Referral,Lost,
1698,,2023-11-16,Google Ads,Contacted,2023-11-22
1699,,2025-02-06,Direct,New,
1700,,2024-03-07,LinkedIn,Qualified,2024-03-09
1701,5937,2025-12-12,TikTok,Converted,
1702,5080,2024-12-15,Organic,Converted,
1703,,2023-02-03,LinkedIn,Contacted,2023-02-05
1704,,2025-06-26,Organic,Contacted,2025-06-30
1705,,2025-04-02,Referral,Lost,
1706,2657,2023-09-15,LinkedIn,Converted,
1707,,2023-11-28,Facebook Ads,Lost,
1708,,2024-05-11,LinkedIn,New,
1709,,2026-01-22,Referral,Qualified,2026-01-25
1710,605,2023-11-20,TikTok,Converted,
1711,,2025-03-24,Organic,Lost,
1712,,2025-01-19,Referral,Lost,
1713,,2024-01-20,Organic,Qualified,2024-01-21
1714,,2024-01-29,Organic,New,
1715,2304,2024-04-05,Facebook Ads,Converted,
1716,,2024-08-04,Facebook Ads,Contacted,2024-08-10
1717,,2024-12-19,Direct,Qualified,2024-12-24
1718,,2024-01-28,TikTok,Qualified,2024-02-06
1719,,2023-02-20,Facebook Ads,Contacted,2023-02-23
1720,,2025-06-08,Google Ads,Contacted,2025-06-14
1721,5552,2025-04-05,TikTok,Converted,
1722,,2025-07-10,Google Ads,Qualified,2025-07-14
1723,,2026-02-15,Facebook Ads,Lost,
1724,,2026-03-17,Referral,Lost,
1725,,2026-04-11,Direct,Qualified,2026-04-23
1726,,2024-04-12,TikTok,Qualified,2024-04-25
1727,,2023-04-08,Referral,Qualified,2023-04-10
1728,3541,2023-03-20,TikTok,Converted,
1729,,2026-05-10,Google Ads,Qualified,2026-05-17
1730,,2024-12-03,Organic,Lost,
1731,,2024-08-26,Referral,Qualified,2024-09-05
1732,,2023-02-12,Direct,Qualified,2023-02-24
1733,,2024-05-07,Organic,Contacted,2024-05-09
1734,,2025-11-29,Facebook Ads,Qualified,2025-12-03
1735,,2025-09-15,Direct,New,
1736,6787,2024-05-16,TikTok,Converted,
1737,,2024-06-11,Direct,Qualified,2024-06-25
1738,,2024-03-13,Facebook Ads,New,
1739,,2025-09-14,TikTok,Contacted,2025-09-22
1740,4782,2023-10-27,Referral,Converted,
1741,,2024-01-13,Direct,New,
1742,,2023-11-09,Referral,Lost,
1743,6776,2024-05-02,LinkedIn,Converted,
1744,,2023-08-20,Facebook Ads,Qualified,2023-08-22
1745,,2024-05-29,LinkedIn,Qualified,2024-06-10
1746,5806,2024-01-28,Organic,Converted,
1747,,2024-02-27,Google Ads,Contacted,2024-03-08
1748,,2024-07-18,LinkedIn,Qualified,2024-07-20
1749,,2026-05-01,LinkedIn,Qualified,2026-05-05
1750,,2023-07-18,Facebook Ads,Contacted,2023-07-25
1751,,2024-09-20,LinkedIn,New,
1752,,2023-03-04,Referral,Lost,
1753,,2024-10-12,Organic,Lost,
1754,1233,2023-10-16,TikTok,Converted,
1755,,2024-04-07,Referral,Qualified,2024-04-19
1756,,2024-04-20,Facebook Ads,Contacted,2024-04-21
1757,3266,2025-07-23,Organic,Converted,
1758,,2024-10-13,LinkedIn,Lost,
1759,,2026-03-09,Organic,Qualified,2026-03-16
1760,,2025-09-16,Direct,Contacted,2025-09-23
1761,,2023-05-29,Facebook Ads,Contacted,2023-06-02
1762,,2025-05-11,LinkedIn,New,
1763,259,2025-02-22,Referral,Converted,
1764,,2023-06-26,Organic,Qualified,2023-07-05
1765,,2026-03-25,Direct,New,
1766,,2024-03-04,Google Ads,Lost,
1767,,2025-09-16,Facebook Ads,Qualified,2025-09-20
1768,,2024-02-06,Facebook Ads,Qualified,2024-02-10
1769,,2025-08-25,Referral,Qualified,2025-08-30
1770,,2025-01-29,Referral,Qualified,2025-01-31
1771,,2025-12-23,Referral,Contacted,2025-12-26
1772,,2023-04-22,Organic,Qualified,2023-04-25
1773,,2023-04-12,Google Ads,Lost,
1774,,2024-05-28,Facebook Ads,New,
1775,,2024-03-23,Referral,Qualified,2024-04-03
1776,6825,2023-04-11,Organic,Converted,
1777,1898,2023-09-18,TikTok,Converted,
1778,,2025-02-21,LinkedIn,Contacted,2025-03-07
1779,,2024-01-13,Referral,Contacted,2024-01-18
1780,,2023-01-21,Direct,Contacted,2023-01-30
1781,710,2024-10-29,TikTok,Converted,
1782,,2025-05-20,Referral,Lost,
1783,,2024-05-30,TikTok,Contacted,2024-05-31
1784,,2025-10-07,Facebook Ads,Qualified,2025-10-09
1785,,2024-09-07,LinkedIn,New,
1786,6353,2026-03-31,Google Ads,Converted,
1787,,2024-03-30,Google Ads,New,
1788,,2025-08-04,TikTok,New,
1789,,2024-11-30,Organic,New,
1790,,2025-05-27,Organic,Lost,
1791,,2023-08-19,Organic,New,
1792,,2025-09-30,Facebook Ads,Lost,
1793,,2025-05-14,Organic,Lost,
1794,,2026-01-16,Organic,Lost,
1795,,2024-09-27,Direct,Lost,
1796,,2024-04-24,Referral,Lost,
1797,,2026-03-01,Direct,Contacted,2026-03-10
1798,2798,2024-06-20,Organic,Converted,
1799,,2023-10-31,Facebook Ads,Lost,
1800,,2025-02-18,Google Ads,Contacted,2025-02-20
1801,,2026-05-05,Direct,Lost,
1802,7469,2025-12-15,Google Ads,Converted,
1803,,2025-01-31,Organic,Lost,
1804,,2024-07-18,Facebook Ads,Lost,
1805,,2025-06-08,LinkedIn,Lost,
1806,,2024-10-04,LinkedIn,New,
1807,,2023-09-06,Google Ads,Lost,
1808,,2025-06-29,Google Ads,Qualified,2025-07-01
1809,,2024-07-20,Direct,Qualified,2024-07-27
1810,448,2023-10-23,Organic,Converted,
1811,,2025-05-21,Organic,Lost,
1812,7353,2023-02-16,Referral,Converted,
1813,,2023-09-21,LinkedIn,Lost,
1814,,2025-02-09,Google Ads,Lost,
1815,,2025-11-13,Organic,Contacted,2025-11-24
1816,,2026-04-18,Organic,Lost,
1817,,2025-08-01,LinkedIn,Contacted,2025-08-08
1818,,2024-05-01,Direct,Contacted,2024-05-06
1819,,2024-09-23,Organic,Qualified,2024-09-28
1820,,2024-09-29,Organic,Lost,
1821,5753,2023-08-06,Organic,Converted,
1822,,2024-01-04,LinkedIn,Contacted,2024-01-11
1823,,2025-12-17,Google Ads,Qualified,2025-12-27
1824,,2023-03-20,Google Ads,Lost,
1825,2339,2023-02-22,Facebook Ads,Converted,
1826,,2024-02-18,LinkedIn,New,
1827,,2024-01-11,Organic,Lost,
1828,,2023-05-06,LinkedIn,Contacted,2023-05-18
1829,,2024-05-30,Direct,Contacted,2024-06-02
1830,,2025-02-20,Referral,Lost,
1831,,2024-08-30,Google Ads,Qualified,2024-09-06
1832,,2025-06-09,Direct,Lost,
1833,,2024-08-15,Referral,Qualified,2024-08-26
1834,,2025-11-11,Facebook Ads,Lost,
1835,,2025-10-31,Referral,Qualified,2025-11-02
1836,,2023-07-14,Referral,Lost,
1837,,2026-03-17,Google Ads,Qualified,2026-03-30
1838,,2024-06-05,Organic,Qualified,2024-06-17
1839,4328,2024-09-19,Referral,Converted,
1840,,2025-09-29,Organic,Lost,
1841,,2023-06-27,Direct,Contacted,2023-07-05
1842,,2025-05-29,Google Ads,Contacted,2025-06-06
1843,5658,2023-08-22,Organic,Converted,
1844,,2024-05-12,Facebook Ads,Qualified,2024-05-15
1845,,2024-01-09,Direct,Contacted,2024-01-13
1846,,2025-02-01,Referral,Qualified,2025-02-02
1847,,2024-05-28,TikTok,Lost,
1848,,2025-01-14,TikTok,Qualified,2025-01-20
1849,,2025-08-13,Direct,Qualified,2025-08-20
1850,,2024-11-28,Google Ads,Qualified,2024-12-01
1851,,2025-11-26,Referral,Qualified,2025-12-05
1852,,2023-03-22,Facebook Ads,Qualified,2023-03-31
1853,,2024-07-19,TikTok,Lost,
1854,,2024-08-22,Direct,Qualified,2024-09-05
1855,,2024-10-02,Referral,Lost,
1856,,2023-02-16,Referral,Contacted,2023-02-20
1857,,2024-02-11,Organic,Contacted,2024-02-14
1858,,2024-10-05,LinkedIn,Contacted,2024-10-15
1859,,2024-11-09,Facebook Ads,Qualified,2024-11-13
1860,,2025-03-03,TikTok,Qualified,2025-03-17
1861,,2026-03-15,Facebook Ads,Lost,
1862,,2024-10-30,Direct,New,
1863,,2023-12-20,Facebook Ads,Lost,
1864,,2025-09-02,Direct,New,
1865,,2025-09-29,Google Ads,New,
1866,,2025-05-11,Organic,Lost,
1867,,2024-04-28,TikTok,New,
1868,1829,2024-03-12,Google Ads,Converted,
1869,,2025-09-07,TikTok,Qualified,2025-09-21
1870,,2023-04-06,Organic,Qualified,2023-04-12
1871,,2025-11-17,TikTok,Qualified,2025-11-25
1872,,2024-10-09,Google Ads,Qualified,2024-10-16
1873,,2023-05-19,TikTok,Lost,
1874,,2025-05-30,TikTok,Contacted,2025-05-31
1875,,2023-05-22,TikTok,Qualified,2023-05-26
1876,,2023-02-11,Google Ads,Lost,
1877,,2025-09-17,Organic,Qualified,2025-09-19
1878,,2023-04-01,Direct,Lost,
1879,,2025-12-28,TikTok,Lost,
1880,,2023-12-21,Referral,Qualified,2023-12-27
1881,,2025-12-28,Direct,Contacted,2026-01-11
1882,,2026-04-08,Direct,Qualified,2026-04-19
1883,288,2026-03-17,TikTok,Converted,
1884,4275,2025-08-15,Facebook Ads,Converted,
1885,,2026-05-22,TikTok,Qualified,2026-06-03
1886,,2024-03-22,TikTok,Lost,
1887,,2023-02-07,Direct,Qualified,2023-02-08
1888,,2023-04-24,Direct,Contacted,2023-05-08
1889,,2023-12-14,TikTok,Contacted,2023-12-21
1890,3150,2026-01-11,TikTok,Converted,
1891,,2025-01-12,LinkedIn,Lost,
1892,,2023-02-19,TikTok,Qualified,2023-02-25
1893,,2024-06-20,TikTok,Qualified,2024-06-24
1894,,2025-12-04,Referral,Contacted,2025-12-14
1895,,2026-02-05,Organic,Contacted,2026-02-18
1896,,2025-08-15,Organic,Lost,
1897,,2024-06-28,LinkedIn,New,
1898,,2025-01-12,Facebook Ads,Qualified,2025-01-22
1899,,2025-06-14,Organic,Qualified,2025-06-22
1900,,2024-08-24,Direct,Qualified,2024-09-06
1901,,2023-06-22,LinkedIn,Lost,
1902,,2025-12-04,Facebook Ads,Qualified,2025-12-15
1903,,2025-11-04,Google Ads,Qualified,2025-11-10
1904,1600,2024-03-28,Direct,Converted,
1905,,2026-04-08,Google Ads,Qualified,2026-04-10
1906,1696,2025-07-07,Facebook Ads,Converted,
1907,6644,2025-05-02,LinkedIn,Converted,
1908,,2025-12-01,Facebook Ads,Contacted,2025-12-12
1909,,2024-01-28,Organic,Qualified,2024-02-01
1910,,2025-12-24,Referral,Contacted,2025-12-26
1911,,2025-09-12,Referral,Qualified,2025-09-14
1912,6467,2025-11-05,TikTok,Converted,
1913,,2023-07-13,Referral,Contacted,2023-07-20
1914,,2024-01-13,Direct,Contacted,2024-01-16
1915,,2023-01-12,LinkedIn,Contacted,2023-01-24
1916,4004,2025-05-31,Google Ads,Converted,
1917,1911,2025-12-21,Organic,Converted,
1918,,2025-03-26,Referral,New,
1919,,2025-01-27,TikTok,Lost,
1920,,2023-09-05,Referral,Contacted,2023-09-17
1921,,2025-10-05,Google Ads,Lost,
1922,6281,2023-03-21,Facebook Ads,Converted,
1923,,2024-03-28,Google Ads,Qualified,2024-04-03
1924,,2024-04-06,Facebook Ads,Lost,
1925,,2025-10-18,TikTok,Lost,
1926,,2025-08-29,Organic,Qualified,2025-09-04
1927,,2025-05-07,TikTok,Qualified,2025-05-11
1928,,2023-03-07,LinkedIn,Contacted,2023-03-18
1929,,2024-05-14,TikTok,Qualified,2024-05-26
1930,,2023-08-19,Direct,Qualified,2023-08-26
1931,,2026-01-25,LinkedIn,Lost,
1932,,2023-09-23,Direct,Qualified,2023-09-26
1933,,2024-08-24,TikTok,Qualified,2024-09-04
1934,,2023-03-25,LinkedIn,Qualified,2023-03-28
1935,,2026-03-08,Google Ads,Contacted,2026-03-18
1936,5643,2024-05-17,Google Ads,Converted,
1937,,2026-01-05,Google Ads,Qualified,2026-01-18
1938,,2023-03-26,Direct,New,
1939,,2025-10-25,Facebook Ads,Lost,
1940,,2026-01-29,Organic,Qualified,2026-02-01
1941,3362,2025-09-29,Direct,Converted,
1942,,2024-01-10,Facebook Ads,Contacted,2024-01-20
1943,,2023-02-13,Referral,Lost,
1944,,2023-05-17,Google Ads,Lost,
1945,,2025-06-07,LinkedIn,Contacted,2025-06-18
1946,4430,2026-05-30,Google Ads,Converted,
1947,648,2024-04-01,Facebook Ads,Converted,
1948,,2026-02-18,Direct,New,
1949,,2024-03-19,Google Ads,Qualified,2024-03-21
1950,,2025-01-21,LinkedIn,Lost,
1951,,2024-12-23,Referral,Contacted,2025-01-06
1952,,2024-09-06,Referral,Lost,
1953,7507,2025-12-25,LinkedIn,Converted,
1954,,2026-04-20,Google Ads,Qualified,2026-04-23
1955,,2025-08-16,Google Ads,Lost,
1956,,2023-01-19,TikTok,New,
1957,,2024-05-06,LinkedIn,Contacted,2024-05-15
1958,,2025-05-20,LinkedIn,Lost,
1959,,2023-02-21,Google Ads,Lost,
1960,,2024-11-12,TikTok,Lost,
1961,,2025-12-04,Facebook Ads,Lost,
1962,,2025-06-06,Organic,Contacted,2025-06-16
1963,,2025-11-14,Google Ads,New,
1964,,2024-07-09,Facebook Ads,Contacted,2024-07-18
1965,,2025-05-24,LinkedIn,Contacted,2025-05-27
1966,,2025-01-03,Referral,Contacted,2025-01-09
1967,,2026-03-19,LinkedIn,Qualified,2026-03-26
1968,,2024-02-21,Facebook Ads,Lost,
1969,,2024-08-28,Referral,Qualified,2024-09-05
1970,,2024-09-24,Organic,Contacted,2024-09-25
1971,,2026-02-21,TikTok,Lost,
1972,,2025-04-11,Referral,Lost,
1973,,2026-04-10,Organic,Contacted,2026-04-12
1974,,2024-09-07,Direct,Qualified,2024-09-09
1975,6526,2025-11-08,Facebook Ads,Converted,
1976,,2025-12-28,Google Ads,Lost,
1977,,2023-01-23,TikTok,Contacted,2023-02-04
1978,,2023-12-28,Organic,Lost,
1979,,2024-10-25,LinkedIn,Qualified,2024-11-04
1980,,2023-02-28,Google Ads,Contacted,2023-03-06
1981,5175,2025-04-28,TikTok,Converted,
1982,2316,2023-12-19,Google Ads,Converted,
1983,,2023-08-21,Direct,Contacted,2023-08-23
1984,,2024-02-14,Direct,Qualified,2024-02-16
1985,,2025-05-29,Facebook Ads,Contacted,2025-06-07
1986,,2025-11-01,Direct,Qualified,2025-11-04
1987,3349,2026-05-23,Google Ads,Converted,
1988,,2023-11-19,Facebook Ads,Qualified,2023-12-03
1989,,2023-08-21,TikTok,Qualified,2023-09-01
1990,,2023-01-27,TikTok,New,
1991,,2023-08-24,Facebook Ads,Contacted,2023-09-03
1992,,2025-11-07,Facebook Ads,New,
1993,,2024-03-28,Organic,Lost,
1994,,2024-03-24,Google Ads,Contacted,2024-04-06
1995,,2023-05-05,Facebook Ads,Qualified,2023-05-09
1996,,2024-04-12,Google Ads,Qualified,2024-04-24
1997,,2024-09-15,LinkedIn,Qualified,2024-09-17
1998,,2024-08-14,LinkedIn,Lost,
1999,6545,2026-01-20,Referral,Converted,
2000,,2023-05-18,Referral,Lost,
2001,5644,2025-08-26,TikTok,Converted,
2002,5530,2024-02-03,Google Ads,Converted,
2003,,2023-07-29,Direct,Qualified,2023-08-01
2004,,2024-08-30,LinkedIn,Qualified,2024-09-10
2005,,2026-04-27,Referral,Lost,
2006,,2024-03-27,TikTok,Contacted,2024-03-30
2007,,2024-06-26,LinkedIn,Qualified,2024-06-27
2008,,2024-04-23,Google Ads,Qualified,2024-04-25
2009,,2023-06-25,Direct,New,
2010,,2023-06-06,Referral,Lost,
2011,,2025-04-08,Direct,Qualified,2025-04-22
2012,,2025-05-06,Direct,Qualified,2025-05-14
2013,,2023-12-01,Organic,Qualified,2023-12-08
2014,,2026-03-03,LinkedIn,Lost,
2015,,2023-08-20,TikTok,Qualified,2023-09-02
2016,,2026-03-05,Referral,Contacted,2026-03-18
2017,,2025-11-14,LinkedIn,Lost,
2018,,2025-11-24,Organic,Contacted,2025-12-04
2019,,2024-12-22,Google Ads,Lost,
2020,,2023-03-06,TikTok,Contacted,2023-03-11
2021,,2024-11-07,Referral,Qualified,2024-11-19
2022,,2023-11-12,Direct,Qualified,2023-11-24
2023,,2024-06-16,LinkedIn,Contacted,2024-06-28
2024,,2023-09-16,TikTok,New,
2025,,2025-08-10,Referral,Contacted,2025-08-12
2026,,2024-05-20,Google Ads,Qualified,2024-06-01
2027,,2026-04-15,LinkedIn,Lost,
2028,,2024-07-31,Direct,Lost,
2029,,2025-12-04,LinkedIn,Qualified,2025-12-12
2030,5452,2023-07-11,LinkedIn,Converted,
2031,2951,2023-02-08,Direct,Converted,
2032,,2024-01-04,Facebook Ads,New,
2033,,2023-08-16,Organic,Contacted,2023-08-21
2034,,2023-11-21,Facebook Ads,Contacted,2023-11-25
2035,,2026-02-17,Google Ads,Qualified,2026-02-19
2036,,2023-08-26,Direct,Lost,
2037,,2025-10-31,LinkedIn,Qualified,2025-11-08
2038,,2024-02-17,TikTok,Qualified,2024-02-27
