touch_id,customer_id,campaign_id,interaction_date,action,device
6532,4911,24,2023-11-12,Click,Tablet
6533,3259,39,2024-10-03,Click,Desktop
6534,2202,40,2024-02-13,Open,Mobile
6535,1597,35,2023-02-12,Open,Desktop
6536,6866,37,2025-09-09,Ignore,Tablet
6537,1622,18,2023-09-11,Signup,Desktop
6538,4991,2,2025-01-09,Open,Tablet
6539,1736,12,2024-04-25,Open,Tablet
6540,4070,39,2024-09-22,Signup,Mobile
6541,2306,18,2023-09-06,Open,Desktop
6542,4238,27,2023-03-31,Click,Mobile
6543,6632,30,2025-12-16,Signup,Mobile
6544,1294,13,2023-07-22,Open,Desktop
6545,7930,7,2026-03-17,Signup,Tablet
6546,390,1,2025-07-11,Open,Tablet
6547,1024,38,2024-02-22,Click,Desktop
6548,4722,15,2025-10-26,Ignore,Desktop
6549,6573,39,2024-10-18,Open,Mobile
6550,239,34,2025-02-21,Click,Tablet
6551,7019,4,2025-12-12,Open,Desktop
6552,2197,26,2025-07-23,Click,Tablet
6553,7004,27,2023-04-01,Open,Tablet
6554,723,9,2025-05-06,Ignore,Tablet
6555,5071,16,2025-01-05,Ignore,Mobile
6556,6147,36,2024-10-29,Ignore,Desktop
6557,789,23,2024-03-07,Ignore,Tablet
6558,4431,18,2023-08-29,Open,Desktop
6559,2051,23,2024-03-18,Click,Tablet
6560,4127,31,2024-10-19,Ignore,Tablet
6561,5023,25,2023-06-15,Click,Tablet
6562,3745,7,2026-02-21,Ignore,Tablet
6563,536,29,2023-04-10,Open,Desktop
6564,1966,24,2024-01-02,Open,Mobile
6565,4206,39,2024-07-25,Open,Mobile
6566,5439,13,2023-06-14,Ignore,Mobile
6567,4027,33,2023-06-08,Click,Mobile
6568,243,36,2024-09-06,Signup,Desktop
6569,7809,20,2024-01-19,Click,Tablet
6570,4876,40,2024-01-03,Ignore,Tablet
6571,4583,18,2023-07-22,Click,Mobile
6572,5731,38,2024-02-11,Open,Tablet
6573,3700,40,2024-03-05,Open,Tablet
6574,6044,39,2024-11-02,Open,Tablet
6575,2607,19,2024-09-11,Open,Tablet
6576,7119,24,2023-12-19,Signup,Tablet
6577,701,1,2025-07-06,Click,Tablet
6578,6377,18,2023-08-31,Ignore,Tablet
6579,1298,30,2025-12-13,Signup,Mobile
6580,994,22,2026-01-05,Ignore,Tablet
6581,2294,17,2024-11-24,Click,Desktop
6582,1641,3,2023-10-14,Open,Tablet
6583,3247,38,2024-02-21,Ignore,Desktop
6584,3311,21,2024-10-03,Open,Tablet
6585,709,6,2025-08-21,Open,Tablet
6586,3698,37,2025-10-16,Ignore,Desktop
6587,7088,35,2023-03-22,Ignore,Tablet
6588,7275,29,2023-04-10,Open,Tablet
6589,1782,7,2026-02-16,Open,Tablet
6590,3957,26,2025-07-04,Signup,Desktop
6591,1796,30,2025-12-31,Ignore,Tablet
6592,7181,27,2023-05-12,Ignore,Mobile
6593,5532,28,2024-12-08,Click,Mobile
6594,2530,3,2023-12-03,Signup,Mobile
6595,488,25,2023-04-12,Open,Tablet
6596,6429,5,2026-01-26,Click,Tablet
6597,7175,40,2024-02-15,Signup,Tablet
6598,1893,30,2025-12-30,Click,Mobile
6599,4922,35,2023-03-09,Ignore,Mobile
6600,5035,35,2023-03-06,Ignore,Desktop
6601,2008,17,2024-09-11,Open,Desktop
6602,1644,13,2023-06-14,Click,Desktop
6603,6492,36,2024-11-13,Ignore,Mobile
6604,4947,1,2025-07-08,Open,Tablet
6605,315,3,2023-11-04,Signup,Desktop
6606,3887,39,2024-08-19,Ignore,Mobile
6607,1297,4,2025-10-22,Ignore,Mobile
6608,12,18,2023-08-28,Click,Tablet
6609,2696,11,2024-07-29,Ignore,Tablet
6610,68,29,2023-04-06,Signup,Mobile
6611,6523,12,2024-02-19,Ignore,Tablet
6612,428,2,2024-12-04,Ignore,Mobile
6613,3052,24,2023-12-20,Open,Desktop
6614,1269,27,2023-04-30,Ignore,Desktop
6615,5646,26,2025-06-21,Ignore,Desktop
6616,282,16,2024-10-03,Click,Tablet
6617,4420,37,2025-09-25,Open,Tablet
6618,5919,16,2024-10-05,Open,Mobile
6619,4460,18,2023-08-06,Signup,Desktop
6620,5539,7,2026-03-05,Ignore,Mobile
6621,2206,11,2024-08-06,Signup,Desktop
6622,550,6,2025-07-29,Signup,Tablet
6623,7249,17,2024-11-10,Ignore,Desktop
6624,6847,7,2026-03-29,Click,Tablet
6625,327,24,2024-01-04,Click,Mobile
6626,6553,24,2023-12-06,Open,Desktop
6627,1318,39,2024-10-22,Signup,Mobile
6628,1962,32,2025-12-27,Open,Desktop
6629,2406,13,2023-07-01,Ignore,Tablet
6630,7880,18,2023-09-15,Ignore,Desktop
6631,2671,33,2023-04-26,Ignore,Tablet
6632,4762,40,2024-01-24,Open,Tablet
6633,1839,8,2024-04-25,Signup,Desktop
6634,3787,3,2023-10-02,Ignore,Tablet
6635,1630,32,2026-01-28,Ignore,Desktop
6636,2850,33,2023-06-09,Signup,Desktop
6637,6962,9,2025-05-29,Open,Tablet
6638,3730,8,2024-06-12,Ignore,Tablet
6639,1489,26,2025-06-06,Click,Desktop
6640,2452,12,2024-04-15,Click,Tablet
6641,3999,24,2023-12-06,Click,Desktop
6642,1773,17,2024-10-25,Open,Desktop
6643,7759,17,2024-09-10,Ignore,Mobile
6644,3622,23,2023-12-25,Click,Mobile
6645,4373,35,2023-02-28,Open,Tablet
6646,6043,15,2025-11-02,Open,Desktop
6647,165,10,2023-04-20,Click,Tablet
6648,400,34,2025-04-02,Click,Tablet
6649,4527,38,2024-02-18,Ignore,Tablet
6650,6494,36,2024-10-14,Ignore,Desktop
6651,3286,6,2025-08-01,Ignore,Tablet
6652,6062,19,2024-09-07,Ignore,Mobile
6653,7028,9,2025-05-28,Signup,Mobile
6654,5900,5,2026-02-09,Click,Desktop
6655,1757,38,2024-03-08,Ignore,Mobile
6656,5917,36,2024-10-29,Click,Mobile
6657,5826,28,2024-10-21,Ignore,Tablet
6658,5335,2,2024-12-06,Ignore,Mobile
6659,6655,12,2024-03-02,Ignore,Tablet
6660,5810,1,2025-04-09,Signup,Desktop
6661,1472,40,2024-02-18,Ignore,Tablet
6662,6816,20,2024-01-20,Open,Desktop
6663,2360,26,2025-06-27,Ignore,Desktop
6664,5993,30,2025-12-16,Click,Desktop
6665,5159,33,2023-05-27,Click,Mobile
6666,4851,27,2023-03-23,Open,Tablet
6667,7718,11,2024-09-07,Signup,Tablet
6668,6292,26,2025-08-03,Open,Tablet
6669,756,24,2023-12-30,Ignore,Tablet
6670,5907,38,2024-02-04,Ignore,Tablet
6671,3382,17,2024-10-15,Ignore,Mobile
6672,5910,35,2023-02-14,Signup,Desktop
6673,1659,3,2023-11-14,Click,Desktop
6674,7012,1,2025-06-16,Signup,Tablet
6675,3115,19,2024-08-02,Open,Mobile
6676,7967,22,2026-02-20,Click,Desktop
6677,3972,22,2026-01-27,Open,Tablet
6678,5684,26,2025-08-13,Click,Mobile
6679,1396,12,2024-03-22,Ignore,Desktop
6680,1553,34,2025-02-20,Ignore,Mobile
6681,3122,13,2023-07-27,Click,Mobile
6682,5369,16,2024-11-16,Ignore,Tablet
6683,526,27,2023-05-12,Open,Desktop
6684,3396,14,2025-09-10,Ignore,Desktop
6685,3400,6,2025-07-14,Signup,Desktop
6686,3109,40,2024-02-09,Click,Mobile
6687,7366,21,2024-10-02,Open,Mobile
6688,3971,31,2024-09-23,Open,Tablet
6689,3346,4,2025-12-06,Open,Mobile
6690,4366,27,2023-04-07,Ignore,Desktop
6691,2586,11,2024-08-24,Open,Tablet
6692,7198,38,2024-03-15,Click,Desktop
6693,3059,16,2024-12-26,Ignore,Desktop
6694,4972,4,2025-11-19,Click,Desktop
6695,4990,4,2025-11-19,Open,Mobile
6696,1383,4,2025-12-05,Ignore,Tablet
6697,5239,31,2024-08-20,Click,Mobile
6698,2703,24,2023-11-16,Click,Tablet
6699,4253,22,2026-01-19,Ignore,Tablet
6700,1633,1,2025-06-07,Click,Tablet
6701,5359,8,2024-04-26,Open,Mobile
6702,3306,30,2025-12-09,Ignore,Tablet
6703,3631,21,2024-11-09,Ignore,Mobile
6704,2163,24,2023-12-27,Open,Mobile
6705,4309,32,2026-03-14,Open,Tablet
6706,3466,12,2024-03-30,Signup,Mobile
6707,1346,4,2025-10-15,Click,Desktop
6708,7634,14,2025-09-15,Signup,Tablet
6709,7152,19,2024-09-09,Ignore,Mobile
6710,3127,30,2025-12-08,Click,Desktop
6711,931,36,2024-10-07,Open,Tablet
6712,5039,39,2024-09-24,Open,Desktop
6713,1170,33,2023-05-24,Ignore,Mobile
6714,685,2,2024-12-26,Open,Desktop
6715,4120,14,2025-09-16,Open,Mobile
6716,5094,37,2025-09-26,Open,Desktop
6717,2829,20,2024-01-18,Click,Desktop
6718,6514,20,2024-01-18,Open,Mobile
6719,940,11,2024-07-26,Ignore,Tablet
6720,4676,11,2024-08-18,Signup,Tablet
6721,3510,23,2024-01-04,Signup,Desktop
6722,2362,34,2025-04-14,Ignore,Mobile
6723,2462,35,2023-03-26,Open,Mobile
6724,1065,40,2023-12-30,Ignore,Tablet
6725,591,28,2024-11-01,Open,Tablet
6726,6309,16,2024-10-06,Ignore,Desktop
6727,6574,29,2023-04-02,Ignore,Tablet
6728,2200,1,2025-05-04,Ignore,Tablet
6729,58,21,2024-10-07,Signup,Mobile
6730,6701,35,2023-02-18,Signup,Tablet
6731,1401,28,2024-10-23,Click,Mobile
6732,5333,12,2024-03-31,Open,Tablet
6733,6418,6,2025-09-01,Click,Desktop
6734,552,21,2024-11-28,Click,Tablet
6735,4208,40,2023-12-30,Ignore,Mobile
6736,225,27,2023-04-18,Ignore,Desktop
6737,6391,14,2025-09-07,Ignore,Mobile
6738,501,11,2024-08-11,Open,Desktop
6739,4008,29,2023-04-05,Open,Desktop
6740,6879,23,2024-01-12,Click,Desktop
6741,4097,6,2025-10-11,Open,Mobile
6742,6680,5,2026-02-22,Open,Mobile
6743,5616,1,2025-07-11,Click,Tablet
6744,1020,4,2025-12-29,Ignore,Desktop
6745,4054,9,2025-05-11,Click,Tablet
6746,131,26,2025-06-09,Signup,Desktop
6747,1131,19,2024-09-26,Ignore,Tablet
6748,4391,34,2025-02-12,Click,Tablet
6749,7325,37,2025-10-08,Open,Mobile
6750,119,37,2025-09-08,Click,Desktop
6751,7593,35,2023-03-03,Open,Desktop
6752,3527,9,2025-05-12,Click,Desktop
6753,2297,18,2023-08-23,Click,Mobile
6754,70,21,2024-10-08,Ignore,Mobile
6755,3178,21,2024-10-06,Open,Tablet
6756,2989,5,2026-02-06,Click,Mobile
6757,6577,29,2023-04-10,Ignore,Tablet
6758,4786,32,2026-03-28,Click,Desktop
6759,4299,10,2023-05-11,Open,Tablet
6760,920,29,2023-03-26,Open,Tablet
6761,1203,23,2024-02-17,Ignore,Tablet
6762,2644,8,2024-05-12,Ignore,Tablet
6763,7170,16,2024-10-20,Ignore,Tablet
6764,4910,30,2026-01-01,Open,Tablet
6765,4925,35,2023-02-15,Ignore,Mobile
6766,3205,35,2023-03-17,Ignore,Desktop
6767,5127,5,2026-01-31,Click,Mobile
6768,3955,40,2024-02-23,Ignore,Tablet
6769,7081,4,2025-12-12,Click,Tablet
6770,2608,7,2026-02-15,Signup,Mobile
6771,7028,22,2026-01-01,Ignore,Mobile
6772,1230,7,2026-03-27,Ignore,Mobile
6773,362,19,2024-09-21,Ignore,Tablet
6774,2078,8,2024-05-18,Click,Mobile
6775,1653,18,2023-08-25,Ignore,Desktop
6776,6165,18,2023-09-08,Ignore,Mobile
6777,622,38,2024-03-13,Open,Mobile
6778,5892,24,2023-12-20,Click,Tablet
6779,3221,33,2023-05-24,Ignore,Tablet
6780,4231,35,2023-03-02,Open,Desktop
6781,7308,31,2024-09-08,Signup,Desktop
6782,2780,36,2024-10-07,Open,Mobile
6783,2805,17,2024-08-22,Ignore,Desktop
6784,5597,33,2023-06-01,Click,Mobile
6785,320,32,2026-01-09,Ignore,Mobile
6786,2595,9,2025-05-20,Click,Mobile
6787,3086,29,2023-03-25,Ignore,Mobile
6788,3261,24,2024-01-03,Open,Tablet
6789,3318,29,2023-03-24,Click,Desktop
6790,3898,32,2026-03-04,Click,Tablet
6791,5172,1,2025-07-13,Open,Tablet
6792,3085,28,2024-10-30,Open,Desktop
6793,5891,19,2024-09-05,Ignore,Mobile
6794,2914,7,2026-03-25,Signup,Tablet
6795,4794,29,2023-04-02,Ignore,Tablet
6796,6816,15,2025-11-05,Ignore,Desktop
6797,638,6,2025-07-30,Open,Mobile
6798,1729,3,2023-11-18,Ignore,Tablet
6799,4161,33,2023-06-02,Click,Desktop
6800,1559,37,2025-08-22,Signup,Tablet
6801,5643,4,2025-11-05,Open,Tablet
6802,7646,8,2024-06-28,Open,Mobile
6803,798,16,2024-12-26,Click,Mobile
6804,6705,36,2024-11-05,Ignore,Desktop
6805,6406,34,2025-04-07,Ignore,Tablet
6806,1799,11,2024-07-14,Open,Tablet
6807,4276,34,2025-02-03,Ignore,Mobile
6808,7109,12,2024-02-27,Click,Desktop
6809,713,6,2025-09-29,Click,Tablet
6810,6131,2,2024-12-25,Click,Desktop
6811,2515,38,2024-03-12,Signup,Desktop
6812,2732,13,2023-06-22,Click,Mobile
6813,3732,12,2024-02-26,Signup,Desktop
6814,6569,38,2024-03-28,Click,Mobile
6815,5518,8,2024-05-25,Open,Mobile
6816,4909,35,2023-03-23,Ignore,Mobile
6817,5380,15,2025-10-12,Ignore,Mobile
6818,4293,26,2025-06-19,Ignore,Tablet
6819,7284,23,2024-03-09,Open,Mobile
6820,7735,33,2023-05-19,Ignore,Desktop
6821,3688,7,2026-04-10,Ignore,Desktop
6822,3203,30,2026-01-10,Ignore,Desktop
6823,5478,13,2023-06-04,Ignore,Tablet
6824,7987,3,2023-10-18,Signup,Tablet
6825,756,21,2024-11-05,Open,Desktop
6826,1694,37,2025-09-04,Click,Desktop
6827,840,26,2025-08-15,Open,Desktop
6828,4421,9,2025-05-20,Open,Mobile
6829,7054,21,2024-11-05,Ignore,Mobile
6830,6818,29,2023-03-23,Open,Mobile
6831,6081,33,2023-04-22,Ignore,Tablet
6832,6203,13,2023-07-06,Ignore,Tablet
6833,5795,31,2024-08-22,Open,Desktop
6834,3087,17,2024-11-05,Open,Desktop
6835,7910,23,2024-02-08,Signup,Desktop
6836,7177,39,2024-09-12,Click,Tablet
6837,2477,17,2024-10-20,Ignore,Mobile
6838,5317,10,2023-04-15,Open,Desktop
6839,6218,39,2024-10-15,Ignore,Mobile
6840,6208,4,2026-01-04,Open,Desktop
6841,1090,25,2023-06-07,Click,Mobile
6842,2324,5,2026-03-02,Click,Tablet
6843,1182,37,2025-09-18,Click,Mobile
6844,807,9,2025-05-12,Open,Mobile
6845,1283,16,2024-11-11,Click,Tablet
6846,3922,8,2024-05-01,Signup,Tablet
6847,4005,6,2025-07-12,Ignore,Desktop
6848,2693,1,2025-04-17,Signup,Tablet
6849,4442,37,2025-10-22,Ignore,Tablet
6850,6044,26,2025-07-29,Open,Desktop
6851,7244,39,2024-11-02,Click,Mobile
6852,2158,5,2026-01-27,Click,Mobile
6853,4105,13,2023-07-29,Ignore,Desktop
6854,1421,25,2023-06-28,Click,Mobile
6855,7542,38,2024-03-06,Ignore,Desktop
6856,5274,4,2025-11-20,Open,Tablet
6857,7559,18,2023-08-17,Click,Desktop
6858,5061,18,2023-07-31,Open,Mobile
6859,3213,18,2023-09-09,Click,Desktop
6860,4539,15,2025-10-27,Ignore,Tablet
6861,4684,13,2023-06-20,Ignore,Mobile
6862,7014,22,2026-02-15,Signup,Tablet
6863,5828,1,2025-04-28,Ignore,Desktop
6864,3771,10,2023-04-06,Open,Desktop
6865,7770,22,2026-01-29,Signup,Mobile
6866,4789,21,2024-09-26,Open,Mobile
6867,4401,35,2023-02-18,Signup,Tablet
6868,7001,37,2025-09-22,Ignore,Tablet
6869,727,3,2023-10-22,Open,Tablet
6870,4375,21,2024-11-20,Ignore,Tablet
6871,4133,16,2024-10-05,Open,Desktop
6872,4474,39,2024-07-28,Ignore,Desktop
6873,5317,1,2025-06-22,Ignore,Desktop
6874,1379,38,2024-03-29,Ignore,Mobile
6875,814,17,2024-12-10,Click,Mobile
6876,3786,3,2023-11-05,Ignore,Mobile
6877,1087,32,2026-01-29,Open,Desktop
6878,1843,18,2023-07-29,Ignore,Tablet
6879,3500,7,2026-02-17,Click,Mobile
6880,192,13,2023-06-18,Click,Mobile
6881,7341,9,2025-05-26,Signup,Mobile
6882,6027,6,2025-07-18,Click,Tablet
6883,4323,25,2023-05-29,Open,Desktop
6884,3163,30,2026-01-13,Ignore,Mobile
6885,7424,18,2023-09-10,Ignore,Mobile
6886,43,35,2023-03-22,Click,Mobile
6887,5776,16,2024-10-02,Ignore,Tablet
6888,5582,40,2024-02-05,Click,Tablet
6889,6326,28,2024-11-23,Signup,Desktop
6890,7162,31,2024-09-18,Click,Desktop
6891,1997,20,2024-01-22,Ignore,Tablet
6892,2536,27,2023-03-23,Click,Mobile
6893,1186,8,2024-06-18,Open,Tablet
6894,7161,6,2025-08-02,Click,Tablet
6895,4230,11,2024-08-03,Click,Desktop
6896,1917,38,2024-02-24,Open,Mobile
6897,1105,10,2023-05-16,Click,Desktop
6898,477,8,2024-04-22,Click,Mobile
6899,4997,24,2023-11-29,Click,Desktop
6900,933,6,2025-10-13,Click,Tablet
6901,1724,11,2024-07-24,Ignore,Tablet
6902,2335,12,2024-03-31,Open,Tablet
6903,58,29,2023-03-24,Signup,Mobile
6904,4339,7,2026-03-17,Ignore,Mobile
6905,3991,29,2023-04-05,Ignore,Tablet
6906,352,11,2024-07-25,Open,Mobile
6907,4647,7,2026-03-30,Ignore,Desktop
6908,7492,6,2025-07-08,Click,Mobile
6909,1434,7,2026-04-10,Ignore,Desktop
6910,7216,9,2025-05-24,Signup,Mobile
6911,7469,10,2023-05-04,Click,Tablet
6912,6828,34,2025-02-06,Signup,Mobile
6913,3313,1,2025-07-02,Ignore,Tablet
6914,3894,34,2025-03-05,Click,Tablet
6915,141,19,2024-10-04,Ignore,Desktop
6916,990,37,2025-10-20,Signup,Mobile
6917,726,39,2024-11-05,Ignore,Tablet
6918,5357,36,2024-09-04,Click,Tablet
6919,4938,19,2024-09-17,Open,Desktop
6920,5819,3,2023-10-02,Ignore,Tablet
6921,6312,11,2024-07-15,Ignore,Tablet
6922,362,36,2024-09-10,Open,Desktop
6923,1593,17,2024-10-05,Open,Tablet
6924,7010,16,2024-11-18,Open,Tablet
6925,7208,6,2025-10-18,Ignore,Tablet
6926,2068,4,2025-12-21,Signup,Tablet
6927,7349,9,2025-05-23,Click,Mobile
6928,5622,15,2025-10-14,Click,Tablet
6929,4538,29,2023-04-06,Open,Mobile
6930,6625,22,2026-01-15,Open,Desktop
6931,3673,29,2023-03-30,Open,Mobile
6932,5301,16,2024-12-28,Ignore,Tablet
6933,7062,17,2024-10-12,Ignore,Tablet
6934,1438,18,2023-07-20,Signup,Desktop
6935,7009,19,2024-09-10,Ignore,Tablet
6936,6542,40,2024-01-31,Click,Desktop
6937,7305,16,2025-01-06,Signup,Mobile
6938,5372,19,2024-08-28,Click,Desktop
6939,166,28,2024-10-13,Open,Tablet
6940,2918,34,2025-03-28,Open,Desktop
6941,4065,27,2023-03-24,Ignore,Tablet
6942,1393,14,2025-09-20,Ignore,Desktop
6943,5968,37,2025-09-01,Open,Desktop
6944,4396,15,2025-11-18,Open,Mobile
6945,4440,27,2023-02-28,Open,Mobile
6946,63,36,2024-10-03,Ignore,Desktop
6947,4269,1,2025-05-22,Ignore,Mobile
6948,7161,9,2025-05-15,Signup,Mobile
6949,20,6,2025-08-23,Open,Mobile
6950,3825,39,2024-11-07,Click,Mobile
6951,409,5,2026-02-10,Ignore,Tablet
6952,5335,35,2023-02-23,Ignore,Mobile
6953,7586,32,2026-01-15,Open,Tablet
6954,1581,31,2024-09-28,Open,Mobile
6955,971,33,2023-04-24,Ignore,Tablet
6956,5271,33,2023-06-08,Ignore,Mobile
6957,1720,37,2025-09-26,Open,Desktop
6958,3679,13,2023-06-28,Signup,Desktop
6959,5743,14,2025-09-03,Ignore,Desktop
6960,7338,26,2025-07-11,Open,Desktop
6961,4441,14,2025-09-29,Click,Mobile
6962,7236,25,2023-05-23,Ignore,Mobile
6963,3100,11,2024-07-15,Ignore,Tablet
6964,885,19,2024-09-30,Click,Mobile
6965,1188,20,2024-01-12,Open,Desktop
6966,1905,5,2026-03-08,Ignore,Desktop
6967,3124,26,2025-07-28,Click,Tablet
6968,4737,31,2024-08-04,Click,Mobile
6969,3911,21,2024-11-01,Ignore,Desktop
6970,2422,8,2024-05-24,Ignore,Mobile
6971,6151,35,2023-03-14,Signup,Desktop
6972,2102,35,2023-03-03,Ignore,Mobile
6973,2211,33,2023-06-08,Open,Desktop
6974,6446,37,2025-10-23,Open,Tablet
6975,2911,28,2024-10-16,Ignore,Desktop
6976,4275,27,2023-03-17,Signup,Mobile
6977,1632,40,2024-01-23,Ignore,Tablet
6978,6356,2,2025-01-03,Open,Tablet
6979,2408,36,2024-09-20,Open,Mobile
6980,7744,38,2024-03-27,Ignore,Tablet
6981,5231,24,2023-12-23,Click,Desktop
6982,2879,34,2025-04-12,Signup,Tablet
6983,2481,1,2025-04-26,Open,Tablet
6984,2149,16,2024-12-02,Open,Mobile
6985,4539,1,2025-06-01,Click,Mobile
6986,5800,16,2024-11-25,Open,Desktop
6987,5229,37,2025-08-28,Open,Desktop
6988,520,23,2024-01-06,Open,Desktop
6989,5406,8,2024-06-20,Click,Mobile
6990,1772,20,2024-01-08,Open,Desktop
6991,7470,19,2024-09-30,Click,Desktop
6992,4194,6,2025-08-28,Click,Tablet
6993,2358,1,2025-05-01,Click,Desktop
6994,4584,12,2024-03-14,Signup,Tablet
6995,5017,12,2024-03-13,Open,Mobile
6996,2757,14,2025-09-09,Open,Desktop
6997,3796,7,2026-03-20,Signup,Tablet
6998,1759,17,2024-10-17,Open,Tablet
6999,5815,21,2024-11-21,Open,Desktop
7000,6884,33,2023-06-08,Click,Mobile
7001,28,40,2024-02-03,Ignore,Mobile
7002,6345,20,2024-01-20,Open,Desktop
7003,4748,24,2024-01-04,Click,Tablet
7004,2228,39,2024-09-13,Click,Desktop
7005,2898,3,2023-12-05,Open,Tablet
7006,1524,31,2024-10-20,Click,Desktop
7007,4816,31,2024-08-30,Click,Desktop
7008,6673,29,2023-03-31,Click,Desktop
7009,5133,37,2025-10-18,Open,Tablet
7010,373,3,2023-11-10,Click,Desktop
7011,5595,28,2024-10-29,Open,Mobile
7012,7408,24,2023-12-06,Ignore,Desktop
7013,7321,9,2025-05-22,Open,Mobile
7014,4010,9,2025-05-09,Signup,Tablet
7015,4881,2,2024-12-05,Ignore,Tablet
7016,7055,6,2025-06-30,Click,Desktop
7017,2041,16,2024-12-22,Click,Tablet
7018,7370,24,2023-12-19,Open,Desktop
7019,2899,3,2023-10-29,Ignore,Desktop
7020,4525,29,2023-03-26,Ignore,Desktop
7021,504,7,2026-03-16,Ignore,Desktop
7022,3368,33,2023-05-08,Ignore,Desktop
7023,4435,3,2023-10-06,Click,Desktop
7024,4643,30,2025-12-12,Open,Desktop
7025,3722,19,2024-09-16,Click,Mobile
7026,2159,37,2025-10-15,Open,Desktop
7027,2763,13,2023-07-11,Open,Mobile
7028,1957,31,2024-08-29,Ignore,Tablet
7029,7254,10,2023-03-31,Signup,Desktop
7030,3685,24,2024-01-05,Click,Tablet
7031,7761,13,2023-06-22,Click,Mobile
7032,5955,20,2024-01-06,Open,Mobile
7033,767,26,2025-07-23,Ignore,Mobile
7034,2607,28,2024-11-07,Click,Tablet
7035,594,11,2024-09-07,Open,Mobile
7036,487,15,2025-10-17,Ignore,Tablet
7037,3031,8,2024-07-18,Signup,Tablet
7038,1845,28,2024-11-04,Click,Desktop
7039,7575,2,2024-12-22,Signup,Mobile
7040,7578,24,2023-12-29,Ignore,Mobile
7041,30,18,2023-09-04,Open,Mobile
7042,1255,10,2023-05-04,Open,Tablet
7043,3573,3,2023-11-12,Open,Mobile
7044,3296,27,2023-04-05,Click,Tablet
7045,1002,35,2023-03-18,Signup,Desktop
7046,4249,22,2026-01-02,Ignore,Desktop
7047,2854,21,2024-11-10,Click,Tablet
7048,4613,23,2024-02-03,Click,Tablet
7049,2153,7,2026-03-30,Signup,Desktop
7050,3424,5,2026-03-12,Ignore,Tablet
7051,1967,13,2023-06-08,Ignore,Mobile
7052,4417,3,2023-11-28,Signup,Desktop
7053,5487,12,2024-05-04,Open,Desktop
7054,4287,28,2024-11-14,Signup,Desktop
7055,935,32,2025-12-12,Click,Tablet
7056,5755,15,2025-11-15,Signup,Mobile
7057,631,37,2025-08-21,Ignore,Mobile
7058,1098,20,2024-01-20,Ignore,Mobile
7059,2662,38,2024-03-21,Open,Tablet
7060,2511,3,2023-11-05,Ignore,Tablet
7061,2088,23,2024-01-13,Open,Mobile
7062,5794,3,2023-10-21,Open,Tablet
7063,2691,21,2024-11-16,Ignore,Mobile
7064,7885,29,2023-04-08,Click,Tablet
7065,4541,19,2024-09-17,Ignore,Mobile
7066,3314,28,2024-10-21,Click,Mobile
7067,3988,7,2026-03-23,Ignore,Tablet
7068,2370,12,2024-03-31,Ignore,Desktop
7069,1877,31,2024-08-28,Click,Mobile
7070,1842,13,2023-06-15,Click,Tablet
7071,1220,31,2024-09-04,Ignore,Desktop
7072,174,23,2024-03-10,Open,Mobile
7073,555,13,2023-06-28,Ignore,Desktop
7074,1707,38,2024-03-10,Ignore,Mobile
7075,1503,37,2025-09-05,Open,Tablet
7076,3046,26,2025-06-05,Click,Tablet
7077,2377,35,2023-03-16,Ignore,Tablet
7078,1180,28,2024-11-21,Ignore,Tablet
7079,7556,19,2024-09-22,Signup,Mobile
7080,6930,10,2023-05-02,Ignore,Desktop
7081,317,5,2026-03-02,Open,Mobile
7082,7140,7,2026-03-09,Click,Tablet
7083,51,30,2026-01-11,Open,Desktop
7084,3381,1,2025-05-01,Click,Mobile
7085,6362,2,2024-12-01,Ignore,Tablet
7086,1898,5,2026-02-13,Ignore,Tablet
7087,7141,4,2025-12-25,Click,Desktop
7088,4197,34,2025-03-05,Signup,Mobile
7089,2239,4,2025-12-21,Click,Tablet
7090,4475,25,2023-07-13,Open,Tablet
7091,87,2,2024-11-27,Click,Desktop
7092,5575,4,2026-01-06,Ignore,Tablet
7093,5976,1,2025-07-15,Open,Tablet
7094,5339,26,2025-06-04,Ignore,Desktop
7095,3719,10,2023-04-15,Open,Mobile
7096,5455,37,2025-09-01,Ignore,Tablet
7097,2582,6,2025-08-14,Click,Tablet
7098,3319,37,2025-09-13,Open,Desktop
7099,5113,30,2026-01-10,Open,Desktop
7100,2666,23,2024-02-15,Click,Mobile
7101,7578,21,2024-10-30,Open,Mobile
7102,2849,14,2025-09-23,Click,Desktop
7103,409,6,2025-09-10,Ignore,Tablet
7104,4897,18,2023-08-03,Open,Desktop
7105,221,25,2023-07-11,Ignore,Desktop
7106,4419,12,2024-04-07,Open,Mobile
7107,6697,11,2024-07-27,Signup,Desktop
7108,2531,3,2023-10-20,Click,Desktop
7109,6046,33,2023-05-30,Open,Tablet
7110,7533,22,2026-01-28,Signup,Desktop
7111,530,32,2026-03-12,Open,Tablet
7112,5500,27,2023-03-06,Ignore,Desktop
7113,229,27,2023-04-24,Open,Desktop
7114,6759,13,2023-07-23,Signup,Tablet
7115,7431,22,2026-02-06,Click,Tablet
7116,2061,39,2024-10-19,Open,Desktop
7117,6847,9,2025-05-08,Signup,Desktop
7118,1174,19,2024-09-17,Ignore,Mobile
7119,6250,12,2024-04-24,Ignore,Tablet
7120,2350,20,2024-01-10,Ignore,Desktop
7121,1986,32,2026-01-20,Ignore,Desktop
